,race_year_id,event,race,country,participation,distance,elevation_gain,elevation_loss,aid_stations,participants,country_code,year,month,day,frequency_in_ranking,equivalent_distance,weighted_elevation
1181,3255,Tahoe Rim Trail Endurance Run,100 Mile,United States,solo,161.0,6030.0,-6030.0,0,86,USA,2012,06,21,86,221.3,0.272480795300497
1182,3260,Bighorn Mountain Wild And Scenic Trail Run,100M,United States,solo,161.3,5500.0,-5500.0,0,116,USA,2012,06,15,116,216.3,0.25427646786870084
1183,3492,TRAIL BRESCIA,GRAND TRAIL 3V,Italy,solo,160.0,9500.0,-9500.0,0,12,ITA,2012,06,15,12,255.0,0.37254901960784315
1184,2854,SAN DIEGO 100,San Diego 100,United States,solo,160.9,4790.0,-4790.0,0,131,USA,2012,06,09,131,208.8,0.22940613026819923
1185,3013,Ultra-Trail del Rincon,UTR 170K,Spain,solo,170.0,6800.0,-6800.0,0,17,ESP,2012,06,08,17,238.0,0.2857142857142857
1186,3423,Kettle Moraine 100,100 Mile,United States,solo,161.9,2682.0,-2682.0,0,118,USA,2012,06,02,118,188.72,0.14211530309453158
1187,3047,LDWA 100,LDWA - THE VALLEYS 100,United Kingdom,solo,161.0,4000.0,-4000.0,0,383,GBR,2012,06,02,383,201.0,0.19900497512437812
1188,3256,Mohican Trail,THE NORTH FACE MOHICAN TRAIL 100M,United States,solo,161.0,3425.0,-3425.0,0,101,USA,2012,06,02,101,195.25,0.17541613316261204
1189,3720,OLD DOMINION 100 MILE,OLD DOMINION 100 MILE,United States,solo,161.0,4270.0,-4270.0,0,39,USA,2012,06,02,39,203.7,0.2096219931271478
1190,3431,SULPHUR SPRINGS,SULPHUR SPRINGS 100 MILES,Canada,solo,161.0,3220.0,-3220.0,0,42,CAN,2012,05,26,42,193.2,0.16666666666666669
1191,3488,Ultra-Trail Mt. Fuji,UTMF,Japan,solo,156.0,9164.0,-9164.0,10,611,JPN,2012,05,18,611,247.64,0.37005330318203844
1192,3258,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,United States,solo,163.8,6100.0,-6100.0,0,126,USA,2012,05,12,126,224.8,0.2713523131672598
1193,2562,Salomon Hammer Trail,100 Miles,Denmark,solo,161.0,4000.0,-4000.0,0,8,DNK,2012,05,11,8,201.0,0.19900497512437812
1194,4509,Zion,100 Mile,United States,solo,161.0,2700.0,-2700.0,0,59,USA,2012,05,11,59,188.0,0.14361702127659576
1195,5456,SALT FLATS 100,SALT FLATS 100,United States,solo,161.0,3200.0,-3200.0,0,41,USA,2012,04,27,41,193.0,0.16580310880829016
1196,2910,Täby Extreme Challenge,TEC 100 Miles,Sweden,solo,160.9,2400.0,-2400.0,0,24,SWE,2012,04,14,24,184.9,0.12979989183342347
1197,4164,UMSTEAD 100,UMSTEAD 100,United States,solo,161.0,2450.0,-2450.0,0,150,USA,2012,03,31,150,185.5,0.1320754716981132
1198,3433,Badger Mountain Challenge,100 Mile,United States,solo,161.0,4300.0,-4300.0,0,36,USA,2012,03,30,36,204.0,0.2107843137254902
1199,3305,Antelope Island Buffalo Run,100 Mile,United States,solo,161.0,3600.0,-3600.0,0,34,USA,2012,03,24,34,197.0,0.18274111675126903
1200,3453,Northburn Ultra Mountain Events,100 Mile,New Zealand,solo,161.0,8000.0,-8000.0,0,19,NZL,2012,03,24,19,241.0,0.33195020746887965
1201,3601,Alpine Challenge,100 Mile Individual,Australia,solo,160.0,7100.0,-7100.0,0,11,AUS,2012,03,17,11,231.0,0.30735930735930733
1202,2320,Centurion Thames Path 100,Centurion Thames Path 100,United Kingdom,solo,161.0,1600.0,-1600.0,0,114,GBR,2012,03,03,114,177.0,0.0903954802259887
1203,3439,RUN2KILL,RUN2KILL,Germany,solo,161.0,4000.0,-4000.0,0,15,DEU,2012,02,24,15,201.0,0.19900497512437812
1204,5640,IRON HORSE Endurance RunS,IRON HORSE 100M,United States,solo,161.0,2400.0,-2400.0,0,25,USA,2012,02,10,25,185.0,0.12972972972972974
1205,3202,Rocky Raccoon,100 Mile,United States,solo,161.0,1800.0,-1800.0,0,218,USA,2012,02,04,218,179.0,0.1005586592178771
1206,3253,HURT 100,HURT 100 MILE ENDURANCE RUN,United States,solo,161.0,7620.0,-7620.0,0,46,USA,2012,01,14,46,237.2,0.321247892074199
