,race_year_id,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants,frequency_in_ranking,year
180,55417,Falls 100 Ultra Trail Race,100 Mile,FallsofRough,United States,2019-12-07,07:00:00,solo,162.5,4230.0,-4230.0,41,140,8,2019
181,43795,Exodus Ultra Marathon,Exodus,Llanfechain,United Kingdom,2019-12-06,19:00:00,solo,170.0,6550.0,-6540.0,3,50,47,2019
182,51033,Sky Ultra Pico Mx,Sky Ultra Pico Mx 100M,ORIZABA,Mexico,2019-12-06,12:00:00,solo,159.6,8270.0,-8240.0,16,50,43,2019
183,42239,Ultra-Trail® Panoramic,100Miles,AmphurMuang,Thailand,2019-12-06,16:00:00,solo,157.0,6040.0,-6050.0,15,300,94,2019
184,48423,HK168,Full168,TaiMeiTuk,"Hong Kong, China",2019-11-29,15:00:00,solo,168.8,10400.0,-10400.0,14,400,61,2019
185,47165,Oman by UTMB,170km,Muscat,Oman,2019-11-28,19:30:00,solo,170.9,10570.0,-10490.0,25,100,56,2019
186,50187,Ultra Trail Three Gorges,UTTG,Yichang,China,2019-11-28,20:00:00,solo,172.8,10410.0,-10230.0,13,450,54,2019
187,30267,Alpine Challenge,100 Mile Individual,BerrysCreek,Australia,2019-11-23,04:30:00,solo,155.3,6450.0,-6450.0,4,100,48,2019
188,42867,Best of San Diego 100 Miler,100 Miler,SanDiego,United States,2019-11-23,05:00:00,solo,161.6,2560.0,-2520.0,5,10,10,2019
189,46539,Oman Desert Marathon,Oman Desert Marathon,Bidiyah,Oman,2019-11-16,06:30:00,solo,163.0,3120.0,-3590.0,13,99,50,2019
190,47381,Pong Yaeng Trail,Pong Yaeng Trail 166,ChiangMai,Thailand,2019-11-15,10:00:00,solo,172.2,8000.0,-8000.0,14,200,189,2019
191,50241,Tunnel Hill  100 & 50 mile runs,100mi,Vienna,United States,2019-11-09,07:00:00,solo,161.4,1540.0,-1540.0,21,225,225,2019
192,46657,Bhatti Lakes Ultra,160 Km,Faridabad,India,2019-11-08,14:00:00,solo,160.7,960.0,-960.0,0,20,8,2019
193,59415,RIO DEL LAGO 100,100 MILES,,United States,2019-11-07,00:00:00,solo,,,,19,341,341,2019
194,58289,Ozark Trail 100 Mile Endurance Run,100 Mi,Shawnee,United States,2019-11-02,06:00:00,solo,,,,13,56,47,2019
195,41009,Pinhoti 100,Pinhoti 100,Sylacauga,United States,2019-11-02,07:00:00,solo,155.0,4060.0,-4180.0,17,250,232,2019
196,46671,Bromo Tengger Semeru 100 Ultra,BTS 170K,Bogor,Indonesia,2019-11-01,19:00:00,solo,169.5,7540.0,-7540.0,15,50,9,2019
197,50463,Kullamannen,Kullamannen Ultra 100 Miles,Kullaberg,Sweden,2019-11-01,09:00:00,solo,174.4,4260.0,-4240.0,11,500,343,2019
198,54821,Cactus Rose,100 Mile,Bandera,United States,2019-10-27,05:00:00,solo,162.4,3500.0,-3500.0,20,27,27,2019
199,54119,Halloween hike,160 km,Kannonkoski,Finland,2019-10-26,08:00:00,solo,159.0,2130.0,-2130.0,4,1,1,2019
200,43385,Javelina Jundred,100 Miles,FortMcDowell,United States,2019-10-26,06:00:00,solo,160.5,1720.0,-1720.0,26,799,425,2019
201,52353,GRAN VUELTA VALLE DEL GENAL,100 millas Valle del Genal,BENARRABA,Spain,2019-10-25,21:00:00,solo,162.0,7400.0,-7400.0,20,220,197,2019
202,47279,Around The Valley - Sovev Emek,166km,ainhasofet,Israel,2019-10-24,06:00:00,solo,164.2,3380.0,-3390.0,18,100,16,2019
203,46241,Jordan Running Adventure Race,165 km non stop,WadiRum,Jordan,2019-10-24,06:30:00,solo,165.2,2790.0,-2560.0,0,20,5,2019
204,56591,GHOST TRAIN RAIL TRAIL RACE 100,100 Mi,,United States,2019-10-19,00:00:00,solo,,,,0,59,59,2019
205,54493,Shanhaiguan Trail Race,168K,qinhuangdao,China,2019-10-19,04:00:00,solo,160.2,9470.0,-9230.0,14,100,11,2019
206,40621,Mines of Spain,100 Mile,Davenport,United States,2019-10-18,08:00:00,solo,169.0,4330.0,-4330.0,19,76,76,2019
207,56729,Rodopi Ultra Trail,Rodopi Advendurun,Haidou,Greece,2019-10-18,06:00:00,solo,162.9,6910.0,-6910.0,6,200,99,2019
208,48019,Le Grand Raid De La Réunion,La Diagonale Des Fous,SaintDenis,France,2019-10-17,22:00:00,solo,168.1,9610.0,-9560.0,15,2900,2716,2019
209,50683,Crimea X Run,Stage Race,Yalta,Ukraine,2019-10-16,10:00:00,solo,169.1,8310.0,-8140.0,11,209,209,2019
210,52399,Ultra Trails Lake Tahoe,100 Mile,Truckee,United States,2019-10-13,05:30:00,solo,159.2,6590.0,-6590.0,20,100,6,2019
211,46617,Bromont Ultra,160km,Bromont,Canada,2019-10-12,07:00:00,solo,155.6,6220.0,-6220.0,17,45,45,2019
212,40741,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2019-10-12,09:00:00,solo,161.5,2060.0,-2060.0,14,250,154,2019
213,42123,Cloudsplitter 100,100 Mile,Norton,United States,2019-10-12,08:00:00,solo,160.7,5660.0,-5660.0,16,100,32,2019
214,39531,Hume And Hovell Ultra,100 Mile,Tumbarumba,Australia,2019-10-12,06:00:00,solo,163.1,4610.0,-4600.0,10,100,33,2019
215,41175,INDIANA TRAIL 100,100 mi,Albion,United States,2019-10-12,06:00:00,solo,162.4,3480.0,-3460.0,5,250,210,2019
216,45287,Markotkh - R,100 miles - Solo,Novorossiysk,Russia,2019-10-12,12:00:00,solo,162.7,6910.0,-6910.0,34,100,4,2019
217,47701,Midstate Massive Ultra Trail,Midstate Massive Ultra Trail,NewIpswitch,United States,2019-10-12,00:00:00,solo,162.4,3720.0,-3970.0,16,500,30,2019
218,47571,Snowdon Ultra,Snowdon Ultra 100,BetwsyCoed,United Kingdom,2019-10-12,06:00:00,solo,163.5,7600.0,-7600.0,13,100,17,2019
219,54421,The Cederberg Traverse,100 Mile,Cederberg,South Africa,2019-10-11,06:00:00,solo,163.0,6500.0,-6500.0,5,50,12,2019
220,52435,The North Face Endurance Challenge Chile,160 Km,Huechuraba,Chile,2019-10-11,17:00:00,solo,163.9,8220.0,-9860.0,16,100,83,2019
221,50011,ULTRA DE ULTRAS,170 Km ULTRA DE ULTRAS,CUNDINAMARCA,Colombia,2019-10-11,20:00:00,solo,170.0,9910.0,-9910.0,14,50,13,2019
222,52499,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2019-10-11,00:00:00,solo,163.9,7260.0,-7260.0,15,150,52,2019
223,42707,100 Miles Sud De France,100 Miles,bolquere,France,2019-10-04,10:00:00,solo,172.5,8420.0,-10160.0,15,500,235,2019
224,58551,Grindstone 100,Grindstone 100,Swoope,United States,2019-10-04,00:00:00,solo,159.6,6980.0,-6980.0,15,300,198,2019
225,46687,MesaStila 100,170 Km,Magelang,Indonesia,2019-10-04,17:00:00,solo,167.9,9590.0,-9590.0,11,4,4,2019
226,45167,SLO100,SLO100 KRPAN 171 km,Cerknica,Slovenia,2019-10-04,15:00:00,solo,173.5,7790.0,-7790.0,11,150,7,2019
227,45319,Szlak Orlich Gniazd - Ultra,Szlak Orlich Gniazd - Ultra,KwasniówDolny,Poland,2019-10-04,20:00:00,solo,161.3,2710.0,-2690.0,7,100,49,2019
228,46701,Ultra-Trail el Rincon,UTR 170K,Castielfabib,Spain,2019-10-04,19:00:00,solo,172.1,6730.0,-6720.0,15,100,25,2019
229,46901,Waterous Trail On Foot,WTF 100,Dwellingup,Australia,2019-09-28,06:00:00,solo,163.0,3960.0,-3960.0,7,30,16,2019
230,38949,BEAR 100,Bear 100 Endurance Trail Race,Smithfield,United States,2019-09-27,06:00:00,solo,163.0,6680.0,-6350.0,13,334,334,2019
231,39019,The Georgia Jewel,100 Miler,Dalton,United States,2019-09-22,05:00:00,solo,162.8,4000.0,-4000.0,18,80,80,2019
232,45885,Black River Run,100 Miles,Västerås,Sweden,2019-09-21,10:00:00,solo,161.5,1030.0,-1030.0,9,200,97,2019
233,36169,Cotswold Way Century,102 Miles,ChippingCampden,United Kingdom,2019-09-21,12:00:00,solo,165.6,4130.0,-4240.0,10,130,99,2019
234,47035,Pirin Ultra,160km,Bansko,Bulgaria,2019-09-21,00:00:00,solo,161.2,10980.0,-10980.0,9,88,88,2019
235,40097,Sangre de Cristo Ultras,100-Mile,Westcliffe,United States,2019-09-21,04:00:00,solo,168.2,5910.0,-5910.0,13,300,26,2019
236,42289,Whistler Alpine Meadows,100M,Whistler,Canada,2019-09-21,10:00:00,solo,174.8,10310.0,-10300.0,10,300,108,2019
237,38525,Adamello Ultra-Trail®,Ultra-Trail®,Vezzad'Oglio,Italy,2019-09-20,09:00:00,solo,165.0,11380.0,-11380.0,19,111,111,2019
238,52425,Karkloof100,Karkloof100,Howick,South Africa,2019-09-20,20:00:00,solo,157.0,3330.0,-3410.0,18,140,137,2019
239,47641,Midnight Moose Ultra,160K,Chelsea,Canada,2019-09-20,08:00:00,solo,160.8,4870.0,-4870.0,11,100,16,2019
240,58553,IDAHO MOUNTAIN TRAIL ULTRA FESTIVAL,100 Mile,,United States,2019-09-14,00:00:00,solo,,,,0,119,119,2019
241,40445,Mogollon Monster 100,100 Mi,Pine,United States,2019-09-14,06:00:00,solo,164.7,5540.0,-5530.0,12,150,108,2019
242,58291,PLAIN 100 MILE ENDURANCE RUN,100 MILE,,United States,2019-09-14,00:00:00,solo,,,,0,21,21,2019
243,51495,Shinetsu Five Mountains Trail,100 miles,Ohzatagiri,"Myoko, Japan",2019-09-14,18:30:00,solo,160.3,6570.0,-6390.0,9,328,328,2019
244,46739,THE GREAT NORTH WALK ULTRAs,100 MILES,Patonga,Australia,2019-09-14,06:00:00,solo,162.5,5100.0,-5110.0,5,100,14,2019
245,42807,GARMIN ULTRA RACE STOLOWE MOUNTAINS,Challange 158,RADKÓW,Poland,2019-09-13,05:00:00,solo,158.9,5350.0,-5340.0,11,53,53,2019
246,52973,RUN RABBIT RUN,100 Hare,,United States,2019-09-13,00:00:00,solo,165.8,6160.0,-6160.0,0,40,40,2019
247,49537,Uttarkashi 135,Uttarkashi 160,Uttarkashi,India,2019-09-13,06:00:00,solo,157.4,8270.0,-7820.0,0,20,1,2019
248,67711,Pine creek challenge,100Miles,Wellsboro,"PA, United States",2019-09-07,00:00:00,solo,,,,0,46,46,2019
249,57283,PINE TO PALM 100 MILE ENDURANCE RUN,PINE TO PALM 100 MILE ENDURANCE RUN,Ashland,United States,2019-09-07,00:00:00,solo,155.3,5780.0,-6000.0,0,134,82,2019
250,49517,Vadrózsa,Vadrózsa 160,Rózsaszentmárton,Hungary,2019-09-07,06:45:00,solo,159.5,6820.0,-6820.0,17,100,44,2019
251,53619,WASATCH FRONT 100 MILE ENDURANCE RUN,WASATCH FRONT 100 MILE ENDURANCE RUN,,United States,2019-09-07,06:00:00,solo,,,,0,208,208,2019
252,42631,Pembrokeshire Ultramarathons,100,StDogmaels,United Kingdom,2019-09-06,08:00:00,solo,163.7,4070.0,-4070.0,7,100,23,2019
253,37871,Superior Fall Trail Race,100m,Lutsen,United States,2019-09-06,08:00:00,solo,168.0,5200.0,-5060.0,13,180,180,2019
254,39131,SwissPeaks Trail,170,LeBouveret,Switzerland,2019-09-06,13:00:00,solo,168.7,11780.0,-13010.0,13,400,204,2019
255,58005,HEADLANDS HUNDRED,100 miles,,United States,2019-09-01,00:00:00,solo,,,,0,48,48,2019
256,43459,Garmin Runfire Salt Lake Ultra Trail,100 Mile,ulukisla,Turkey,2019-08-30,18:00:00,solo,160.1,2830.0,-2830.0,15,21,21,2019
257,39881,UTMB®,UTMB®,Chamonix,France,2019-08-30,18:00:00,solo,170.7,9930.0,-9930.0,16,2549,2549,2019
258,56571,CASCADE CREST 100 MILE ENDURANCE RUN,Cascade Crest 100 Mile Endurance Run,,United States,2019-08-24,00:00:00,solo,,,,0,128,128,2019
259,45609,DREAM TRAIL Lyskovo,160 ??,Lyskovo,Russia,2019-08-24,05:00:00,solo,159.4,1790.0,-1700.0,3,6,5,2019
260,43567,Habanero Hundred,100M,CatSprings,United States,2019-08-17,12:00:00,solo,161.7,2290.0,-2290.0,3,64,64,2019
261,41269,Leadville Trail 100 Run,Leadville Trial 100 Run,Leadville,United States,2019-08-17,00:00:00,solo,162.1,4230.0,-4230.0,13,927,927,2019
262,41443,Kodiak Ultra Marathons,Kodiak 100 Mile,BigBearLake,United States,2019-08-16,18:00:00,solo,164.7,5320.0,-5320.0,14,156,156,2019
263,48837,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2019-08-16,18:00:00,solo,164.6,7090.0,-7100.0,13,150,62,2019
264,38185,Swiss Alps 100,160KM,Münster,Switzerland,2019-08-16,07:00:00,solo,157.6,9650.0,-9650.0,15,300,45,2019
265,52109,Lean Horse 100,LEAN HORSE HUNDRED,Custer,United States,2019-08-15,00:00:00,solo,,,,0,58,58,2019
266,48391,Ute 100 Mile Trail Race,Ute 100 Mile Trail Race,OldLaSal,United States,2019-08-10,03:00:00,solo,159.5,6180.0,-6180.0,9,200,117,2019
267,40737,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2019-08-03,06:00:00,solo,168.0,3420.0,-3460.0,14,300,188,2019
268,41117,Chiemgauer 100,100 Mile,Bergen,Germany,2019-08-02,14:00:00,solo,,,,9,150,10,2019
269,49421,Ouray 100 Mile Endurance Run,100 Mile,Ouray,United States,2019-08-02,08:00:00,solo,171.9,11310.0,-11420.0,15,120,32,2019
270,40025,Burning River Endurance Run,100 Mile,Hudson,United States,2019-07-27,04:00:00,solo,163.6,2700.0,-2700.0,14,250,163,2019
271,36117,High Lonesome 100,100M,Nathrop,United States,2019-07-26,06:00:00,solo,160.0,6480.0,-6480.0,12,126,126,2019
272,37967,Tahoe Rim Trail Endurance Runs 100M/50M/55K,100 Mile,Carsoncity,United States,2019-07-20,05:00:00,solo,161.1,6170.0,-6160.0,0,300,156,2019
273,43051,The Gax 100 miles,The Gax 100 miles,Ystad,Sweden,2019-07-20,00:00:00,solo,161.3,2330.0,-2320.0,3,72,69,2019
274,45911,Vermont 100 Endurance Race,100M,WestWindsor,United States,2019-07-20,04:00:00,solo,157.5,4830.0,-4840.0,19,350,156,2019
275,47489,YOU YANGS Hardcore 100Miler,100 MI,LittleRiver,Australia,2019-07-20,08:00:00,solo,169.3,4820.0,-4830.0,2,29,29,2019
276,51331,Andorra Ultra Trail Vallnord,Ronda dels cims,Ordino,Andorra,2019-07-19,07:00:00,solo,,,,0,409,409,2019
277,35613,Elephant Trail Race,160 Km (100 Mile),PortMacquarie,Australia,2019-07-19,22:00:00,solo,163.3,8730.0,-8730.0,13,100,15,2019
278,66412,Palisades Ultra Trail Series,Moose 100 Mile,Irwin,United States,2019-07-19,05:00:00,solo,,,,14,30,30,2019
279,39821,Beacons Way Ultra,Beacons Way Ultra,abergavenny,United Kingdom,2019-07-13,06:00:00,solo,166.5,6310.0,-6320.0,10,50,28,2019
280,48055,OSJ Ontake 100,100 Miles,Otaki,Japan,2019-07-13,20:00:00,solo,164.6,6200.0,-6200.0,6,58,58,2019
281,48751,Columbia Sanfo Ultra 168-Chongli,168km,Chongli,China,2019-07-12,16:00:00,solo,166.2,8250.0,-8250.0,14,400,24,2019
282,50485,Columbia Sanfo Ultra 168-Chongli,UTC-emergency,Chongli,China,2019-07-12,17:00:00,solo,157.7,7800.0,-7800.0,14,400,264,2019
283,35983,Ehunmilak Ultra-Trail®,Ehunmilak Ultra-Trail®,Beasain,Spain,2019-07-12,18:00:00,solo,172.0,10210.0,-10210.0,15,515,282,2019
284,36267,Grand Trail Stevenson,GTS 162 km,Saint-Etienne-Vallée-Française,France,2019-07-12,06:00:00,solo,161.2,5210.0,-5380.0,5,11,11,2019
285,37005,Nuts Ylläs Pallas,160K,Äkäslompolo,Finland,2019-07-12,12:00:00,solo,163.9,4430.0,-4510.0,10,250,111,2019
286,45153,Wendover Woods 100,Wendover Woods 100,Wendover,United Kingdom,2019-07-12,09:00:00,solo,168.1,6180.0,-6180.0,19,200,20,2019
287,38947,100 MILLAS UTACCH AMANECER COMECHINGON,100 MILLAS UTACCH,VillaYacantodeCalamuchita,Argentina,2019-07-06,12:00:00,solo,158.8,5449.0,-5450.0,15,50,46,2019
288,39995,Brisbane Trail Ultra Festival,Brisbane Trail Ultra 100 mile,Brisbane,Australia,2019-07-06,05:00:00,solo,159.5,7550.0,-7580.0,7,50,26,2019
289,39425,Silverheels 100-Mile Endurance Run,100 Mile,Fairplay,United States,2019-07-06,04:00:00,solo,166.7,4650.0,-4650.0,24,200,28,2019
290,39985,Sinister 7 Ultra,Solo,Blairmore,Canada,2019-07-06,07:00:00,solo,160.7,5730.0,-5740.0,15,1600,69,2019
291,45339,Bojko Trail,Bojko Trail 150+,CzarnaGórna,Poland,2019-07-05,18:00:00,solo,155.1,7980.0,-8040.0,8,400,50,2019
292,43675,Pen Llyn Ultra 100,Pen Llyn Ultra 100,Pwllheli,United Kingdom,2019-06-29,05:00:00,solo,162.7,3220.0,-3180.0,7,100,11,2019
293,44333,#Småland100,#Småland100,Oskarshamn,Sweden,2019-06-28,18:00:00,solo,163.1,4040.0,-4040.0,7,50,16,2019
294,49189,Ultra Trail Pululahua Ecuador,Ultra Trail Pululahua Ecuador,QUITO,Ecuador,2019-06-28,17:00:00,solo,172.1,11250.0,-10810.0,22,30,19,2019
295,49089,XTRAIL Kanas Trail Run,168km,Kanas,China,2019-06-27,09:00:00,solo,168.6,5870.0,-5790.0,12,300,132,2019
296,38057,Jurassic Coast 100,Jurassic Coast 100m,Swanage,United Kingdom,2019-06-22,08:00:00,solo,168.2,4740.0,-4720.0,10,100,43,2019
297,40727,Old Cascadia,100 Mile,BlueRiver,United States,2019-06-22,06:00:00,solo,165.7,8120.0,-8110.0,14,100,28,2019
298,45639,Penang Eco 100,100 miles,BukitMertajam,Malaysia,2019-06-22,03:00:00,solo,167.3,4230.0,-4190.0,15,80,36,2019
299,41865,Pennine Barrier,Pennine Barrier Ultra 100,malham,United Kingdom,2019-06-22,06:00:00,solo,158.5,4560.0,-4560.0,10,100,22,2019
300,48737,West Highland Way Race,150km,Milngavie,United Kingdom,2019-06-22,01:00:00,solo,155.0,3640.0,-3680.0,8,238,196,2019
301,42619,South Wales 100,South Wales 100,Cardiff,United Kingdom,2019-06-21,19:00:00,solo,166.7,5840.0,-5840.0,11,100,23,2019
302,42693,ULTRA01 by XT,ULTRA 01XT,OYONNAX,France,2019-06-21,18:00:00,solo,165.1,6060.0,-6060.0,7,206,206,2019
303,41413,MONTANE® Spine® Summer Races,Flare,Edale,United Kingdom,2019-06-19,08:00:00,solo,173.9,4720.0,-4720.0,6,50,48,2019
304,47257,Mohican 100 Trail Run,Mohican 100 Mile Trail Run,Loudonville,United States,2019-06-15,05:00:00,solo,156.0,3630.0,-3620.0,19,220,220,2019
305,38229,Ultra Trail Gaspesia 100,100 miles,Percé,Canada,2019-06-15,05:00:00,solo,159.0,4130.0,-4130.0,21,52,52,2019
306,49781,Bighorn Trail Run,100M,Sheridan,United States,2019-06-14,11:00:00,solo,167.3,6740.0,-6800.0,7,360,188,2019
307,43657,Oh Meu Deus,100 Milhas OMD,Seia,Portugal,2019-06-14,16:00:00,solo,157.5,8460.0,-8460.0,13,85,54,2019
308,51343,Oh Meu Deus,OH MEU DEUS 160 TEAM,Seia,Portugal,2019-06-14,16:00:00,team,157.6,8450.0,-8450.0,14,5,4,2019
309,42329,ADIDAS SPORT-MARAFON TRAIL,165 km,Nikola-Lenivets,Russia,2019-06-08,21:00:00,solo,162.4,1440.0,-1440.0,13,17,17,2019
310,35719,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2019-06-08,06:00:00,solo,156.9,3340.0,-3400.0,14,305,305,2019
311,44903,Laulasmaa Ultra,Laulasmaa Ultra 8 loops,Laulasmaa,Estonia,2019-06-08,10:00:00,solo,167.9,1870.0,-1870.0,56,2,2,2019
312,36431,Trail des Volcans,157 km,Murat-le-Quaire,France,2019-06-08,06:30:00,solo,156.2,6320.0,-6570.0,7,12,12,2019
313,41919,SAN DIEGO 100,San Diego 100,Oceanside,United States,2019-06-07,06:00:00,solo,161.3,3950.0,-3950.0,15,300,272,2019
314,41449,Kettle Moraine 100,100 Mile,LaGrange,United States,2019-06-01,06:00:00,solo,161.0,2650.0,-2650.0,27,400,166,2019
315,56513,OLD DOMINION 100 MILE,OLD DOMINION 100 MILE,,United States,2019-06-01,00:00:00,solo,,,,0,60,60,2019
316,45199,Chicamocha Canyon Race,CCR 100 millas,SanGil,Colombia,2019-05-31,06:00:00,solo,162.4,7210.0,-7210.0,11,80,34,2019
317,41131,Scout Mountain Ultras,162K,Pocatello,United States,2019-05-31,12:00:00,solo,162.0,6470.0,-6470.0,11,300,51,2019
318,39073,Ultra-Trail® Malopolska,UTM 170,KasinkaMala,Poland,2019-05-31,17:00:00,solo,171.9,8180.0,-8180.0,8,80,14,2019
319,42493,Hardmoors,110 Mi,,United Kingdom,2019-05-25,08:00:00,solo,170.0,4160.0,-4120.0,12,150,78,2019
320,46363,The Trail Challenge Rincón de la Vieja,160km,Liberia,Costa Rica,2019-05-25,04:30:00,solo,163.7,3370.0,-3360.0,15,50,8,2019
321,44745,Mac Mac Ultra,100m,Pretoria,South Africa,2019-05-24,12:00:00,solo,162.8,5900.0,-6140.0,14,31,31,2019
322,34461,Nuts Karhunkierros,159K,Kuusamo,Finland,2019-05-24,12:00:00,solo,159.5,3940.0,-3940.0,7,150,71,2019
323,39397,Chester Ultra,Chester Ultra 100,chester,United Kingdom,2019-05-18,06:00:00,solo,163.9,1830.0,-1830.0,9,55,55,2019
324,40649,Bryce Canyon,100 Mile,Hatch,United States,2019-05-17,00:00:00,solo,157.1,4470.0,-4460.0,13,300,58,2019
325,44563,Hardcore Hundred Miles Trail Ultramarathon,Hardcore Hundred Miles,Kayapa,Philippines,2019-05-16,23:00:00,solo,167.1,9480.0,-9500.0,11,163,163,2019
326,40115,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,VerdensEnde,Norway,2019-05-11,10:00:00,solo,162.3,4040.0,-4510.0,6,100,71,2019
327,48603,Trainic-World in Sainokuni,100mile,Ogose,Japan,2019-05-11,07:00:00,solo,163.2,9050.0,-9020.0,16,200,33,2019
328,41499,UTVV SLOVENIA,UTVV 100 miles,Vipava,Slovenia,2019-05-11,18:00:00,solo,160.6,6850.0,-6840.0,14,400,72,2019
329,41585,Ultra-Trail Snowdonia - UTS-50/100,UTS-100,CapelCurig,United Kingdom,2019-05-10,13:00:00,solo,170.9,10140.0,-10140.0,16,100,63,2019
330,45873,Ben Hockings,Hubert 100 Miles,ClarenceGardens,Australia,2019-05-04,10:00:00,solo,157.8,2630.0,-2630.0,9,110,17,2019
331,35185,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2019-05-04,10:00:00,solo,161.3,3160.0,-3110.0,13,300,226,2019
332,39819,Dragon 100,Dragon 100,Cardiff,United Kingdom,2019-05-04,18:00:00,solo,165.0,3550.0,-3550.0,11,200,42,2019
333,50505,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,,United States,2019-05-04,00:00:00,solo,162.5,5420.0,-5420.0,0,188,188,2019
334,42635,100 miles of Beskid Wyspowy,100 miles of Beskid Wyspowy,Zalesie,Poland,2019-05-03,06:00:00,solo,164.1,6600.0,-6600.0,9,100,33,2019
335,39055,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2019-04-27,10:00:00,solo,160.7,1610.0,-1610.0,13,157,157,2019
336,37711,Aktivitus Trailrace,Ultra-Trail®,Jonsered,Sweden,2019-04-26,20:00:00,solo,164.7,3850.0,-3850.0,8,60,49,2019
337,41399,Tuscany Crossing,160 km,Castiglioned'Orcia(SI),Italy,2019-04-26,18:00:00,solo,160.9,5590.0,-5570.0,13,200,51,2019
338,47625,Ultra-Trail Mt. Fuji,UTMF - Full Course 165km,Fuji,Japan,2019-04-26,12:00:00,solo,165.9,7620.0,-7620.0,9,2400,91,2019
339,35803,Ultra-Trail® Drakensberg,UTD 160,Underberg,South Africa,2019-04-26,12:00:00,solo,163.3,5610.0,-6740.0,8,34,34,2019
340,39229,Iznik Ultra,160 K,Iznik,Turkey,2019-04-19,20:00:00,solo,162.5,4470.0,-4470.0,12,100,74,2019
341,33939,Mustang Trail Race,Mustang Trail Race,Kathmandu,Nepal,2019-04-16,08:00:00,solo,169.0,10010.0,-9310.0,8,36,34,2019
342,35721,100 Miles Of Istria,RED,Umag,Croatia,2019-04-12,16:00:00,solo,169.6,6360.0,-6640.0,12,600,365,2019
343,44131,Hellbender 100 Mile,Hellbender 100 Mile,OldFort,United States,2019-04-12,04:30:00,solo,158.0,7470.0,-7440.0,11,125,87,2019
344,45763,Jiangnan 100-Mile Endurance Run,100Mile / 168Km,Ningbo,China,2019-04-12,14:00:00,solo,159.8,7350.0,-7350.0,13,213,213,2019
345,35373,Patagonia Run,100 Millas,SanMartinDeLosAndes,Argentina,2019-04-12,11:00:00,solo,158.0,7190.0,-7190.0,16,216,216,2019
346,46567,Ultra Beast,Ultra Beast  161Km,POKARAN,India,2019-04-06,06:00:00,solo,162.3,3430.0,-3430.0,9,30,4,2019
347,45523,Ultra-Trail® Of Taiwan 100 miles,100 miles,Keelung,Taiwan,2019-04-06,04:00:00,solo,159.4,7890.0,-7890.0,10,10,1,2019
348,47925,UMSTEAD 100,100 Mi,,United States,2019-04-06,00:00:00,solo,,,,0,154,154,2019
349,36539,Badger Mountain Challenge,100 Mile,Kennewick,United States,2019-03-29,07:00:00,solo,158.6,4450.0,-4430.0,18,83,83,2019
350,46917,Antelope Island Buffalo Run,100 Mile,Syracuse,United States,2019-03-22,00:00:00,solo,,,,17,75,46,2019
351,42679,Northburn 100 Miler,100 Mile,Cromwell,New Zealand,2019-03-16,06:00:00,solo,162.4,9810.0,-9820.0,12,51,51,2019
352,38835,Addo Elephant Trail Run,100 Mile,Addo,South Africa,2019-03-15,14:00:00,solo,161.2,5640.0,-5130.0,16,100,76,2019
353,46679,MesaStila 100,65 Km,Magelang,Indonesia,2019-10-04,22:00:00,solo,67.4,3620.0,-3580.0,4,100,28,2019
354,44003,Ultra Trail Huang Shan,170 Km,Huangshan,China,2019-03-15,07:30:00,solo,171.8,9490.0,-9480.0,14,200,170,2019
355,40681,Antelope Canyon,100 Mile,Page,United States,2019-03-09,06:00:00,solo,159.4,1850.0,-1850.0,10,300,47,2019
356,35385,Epic Camí de Cavalls 360º,TrailRun e3/t2,EsMercadal,Spain,2019-03-08,08:30:00,team,155.0,3800.0,-3580.0,11,220,45,2019
357,35579,Les Traces du Nord Basse-Terre,L'Ultra-Trail®,Petit-Bourg,France,2019-03-08,18:30:00,solo,161.4,6240.0,-6240.0,14,400,27,2019
358,40171,100 MILLAS® SIERRAS DEL BANDOLERO,100 Millas,PradodelRey,Spain,2019-03-01,18:00:00,solo,164.0,6720.0,-6730.0,14,400,255,2019
359,34071,Victoria 162,V162,HongKong,"Hong Kong, China",2019-02-23,00:00:00,solo,163.87,8140.0,-8140.0,18,300,49,2019
360,45837,Victoria 162,V162 Team,HongKong,"Hong Kong, China",2019-02-23,00:00:00,team,163.87,8140.0,-8140.0,18,40,14,2019
361,62597,Run Lovit,100M,,United States,2019-02-22,00:00:00,solo,,,,0,24,24,2019
362,34063,Victoria 162,3-day Race,HongKong,"Hong Kong, China",2019-02-22,08:00:00,solo,163.0,8140.0,-8210.0,16,100,11,2019
363,45839,Victoria 162,3-day Race Team,HongKong,"Hong Kong, China",2019-02-22,08:00:00,solo,163.0,8140.0,-8220.0,16,20,2,2019
