,race_year_id,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants
692,21605.0,UMSTEAD 100,UMSTEAD 100,,United States,2017-04-01,00:00:00,solo,161.0,2450.0,-2450.0,0.0,0.0
693,16065.0,Badger Mountain Challenge,100 Mile,Kennewick,United States,2017-03-24,07:00:00,solo,156.7,4760.0,-4750.0,15.0,65.0
694,17181.0,Northburn 100 Miler,100 Mile,Cromwell,New Zealand,2017-03-18,06:00:00,solo,162.5,10020.0,-10020.0,12.0,50.0
696,15344.0,Addo Elephant Trail Run,100 Mile,Addo,South Africa,2017-03-10,14:00:00,solo,161.2,5640.0,-5170.0,16.0,0.0
697,19461.0,ULTRA-TRAIL® SIERRAS DEL BANDOLERO,ULTRA-TRAIL® SIERRAS DEL BANDOLERO,PradodelRey,Spain,2017-03-03,18:00:00,solo,163.4,6640.0,-6640.0,14.0,400.0
698,15245.0,La Mision,160 Km,SanMartíndelosAndes,Argentina,2017-02-23,12:00:00,solo,162.5,6480.0,-6480.0,1.0,300.0
699,26349.0,La Mision,160 km Equipos,SanMartíndelosAndes,Argentina,2017-02-23,09:00:00,team,163.9,6810.0,-6800.0,2.0,30.0
700,16689.0,Arctic Ultra,100 Miles,Arvika,Sweden,2017-02-18,07:00:00,solo,159.6,2780.0,-2780.0,14.0,0.0
701,13291.0,Run The Rann,RTR 161 Km,Dholavira,India,2017-02-11,07:00:00,solo,159.0,2230.0,-2220.0,10.0,30.0
702,17681.0,Run of Kutch,160 Km,Bangalore,India,2017-02-10,06:00:00,solo,169.5,110.0,-110.0,12.0,10.0
703,15771.0,Rocky Raccoon,100 Mile,Huntsville,United States,2017-02-04,00:00:00,solo,158.6,1970.0,-1970.0,19.0,500.0
704,16705.0,Coldwater Rumble,100 Miles,Goodyear,United States,2017-01-21,07:00:00,solo,161.9,1750.0,-1750.0,16.0,500.0
705,19971.0,HURT 100,HURT 100 MILE ENDURANCE RUN,,United States,2017-01-15,00:00:00,solo,161.0,8200.0,-8200.0,0.0,0.0
706,14745.0,Montane Spine Races,Challenger,Edale,United Kingdom,2017-01-14,08:00:00,solo,172.8,4900.0,-4900.0,4.0,120.0
707,14829.0,Montane Spine Races,Montane Spine MRT Challenge,Edale,United Kingdom,2017-01-14,11:00:00,solo,172.8,4900.0,-4900.0,4.0,0.0
708,18833.0,Brazil 135+ Ultramarathon,Maratona 4,SãoJoãodaBoaVista,Brazil,2017-01-12,08:00:00,solo,166.9,4940.0,-4800.0,0.0,50.0
710,11758.0,S1 Trail La Corsa Della Bora,S1 Ipertrail,TRIESTE,Italy,2017-01-05,06:00:00,solo,163.7,6610.0,-6610.0,4.0,50.0
711,15413.0,S1 Trail La Corsa Della Bora,S1 Ipertrail Team,TRIESTE,Italy,2017-01-05,01:00:00,team,163.7,6610.0,-6610.0,1.0,0.0
712,14357.0,UTSZ Autumn Trail Races,100Miles,shenzhen,China,2016-12-17,05:30:00,solo,161.6,7150.0,-7120.0,16.0,40.0
713,18529.0,Brazos Bend 100,100M,Needville,United States,2016-12-10,00:00:00,solo,158.5,1400.0,-1400.0,0.0,200.0
714,16363.0,The Hitchcock Experience,100 Mile,HoneyCreek,United States,2016-12-10,11:00:00,solo,157.1,3620.0,-3630.0,21.0,50.0
715,20919.0,Prazska Stovka,151 Km,Praha,Czech Republic,2016-12-09,23:00:00,solo,155.0,4640.0,-4810.0,8.0,0.0
716,14437.0,Ultra-Trail® Panoramic,100Miles,AmphurMuang,Thailand,2016-12-09,00:00:00,solo,158.2,6400.0,-6810.0,10.0,0.0
717,16487.0,Wicklow Way 50 Miles,100 Miles,Wicklow,Ireland,2016-12-02,14:00:00,solo,161.6,6800.0,-6800.0,6.0,50.0
718,12410.0,Alpine Challenge,100 Mile Individual,BerrysCreek,Australia,2016-11-26,04:30:00,solo,157.0,7220.0,-7220.0,4.0,100.0
719,14393.0,Ultra-Trail® Three Gorges,172 Km,Yichang,China,2016-11-25,08:00:00,solo,167.2,10150.0,-10010.0,17.0,0.0
720,16155.0,Mt.Gaoligong Ultra,160 Km,Tengchong,China,2016-11-18,07:35:00,solo,163.0,8130.0,-8180.0,18.0,200.0
721,20589.0,CHIMERA 100,CHIMERA 100 MILES,,United States,2016-11-12,00:00:00,solo,155.0,6520.0,-6520.0,0.0,0.0
723,15809.0,Desafio Extremo Estrada Real 100 Milhas De Sabarabuçu,160 Km,Caete,Brazil,2016-11-05,07:30:00,solo,159.3,4750.0,-4490.0,7.0,100.0
724,16161.0,HK168,Full 168,TaiMeiTuk,"Hong Kong, China",2016-11-05,08:00:00,solo,169.7,7830.0,-7660.0,15.0,150.0
725,12519.0,Oman Desert Marathon,Oman Desert Marathon,Bidiyah,Oman,2016-11-05,10:00:00,solo,166.2,1960.0,-2300.0,14.0,99.0
726,20601.0,OZARK 100 MILE ENDURANCE RUN,OZARK 100 MILE ENDURANCE RUN,Shawnee,United States,2016-11-05,00:00:00,solo,161.0,4500.0,-4500.0,12.0,0.0
727,17215.0,PINHOTI 100,PINHOTI 100 MILES,Sylacauga,United States,2016-11-05,00:00:00,solo,161.9,4930.0,-5060.0,0.0,0.0
728,17233.0,RIO DEL LAGO 100,100 MILES,,United States,2016-11-05,00:00:00,solo,166.9,3300.0,-3300.0,19.0,0.0
729,11780.0,Bromo Tengger Semeru 100 Ultra,BTS 170K,Bogor,Indonesia,2016-11-04,00:00:00,solo,171.7,8570.0,-8560.0,15.0,40.0
730,11591.0,White Rose Ultra,100 Mile,Huddersfield,United Kingdom,2016-10-30,00:00:00,solo,161.2,4610.0,-4810.0,5.0,0.0
731,11955.0,Javelina Jundred,100 Miles,FortMcDowell,United States,2016-10-29,06:00:00,solo,159.4,1760.0,-1760.0,26.0,799.0
732,11920.0,Ultra Sovev Emek,166 Km,36581,,2016-10-26,07:00:00,solo,165.9,2620.0,-2620.0,9.0,0.0
733,16971.0,Cactus Rose,100 Mile,Bandera,United States,2016-10-22,00:00:00,solo,161.0,4400.0,-4400.0,20.0,0.0
734,16703.0,Autumn Asylum,March Extended,Rajamäki,Finland,2016-10-21,20:00:00,solo,160.5,2100.0,-2100.0,2.0,50.0
735,12923.0,Dalmacija Ultra-Trail®,Sky Dut,Omiš,Croatia,2016-10-21,13:00:00,solo,161.4,5960.0,-5930.0,12.0,100.0
736,18115.0,Rodopi Advendurun,100 miles,Haidou,Greece,2016-10-21,06:00:00,solo,164.1,6610.0,-6610.0,6.0,200.0
737,15338.0,Le Grand Raid De La Réunion,Le Grand Raid De La Réunion,SaintDenis,France,2016-10-20,22:00:00,solo,167.5,10100.0,-10060.0,0.0,2500.0
738,11352.0,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2016-10-15,10:00:00,solo,162.4,2130.0,-2140.0,14.0,300.0
739,15665.0,Hume And Hovell Ultra,100 Mile,Tumbarumba,Australia,2016-10-15,06:00:00,solo,160.0,3990.0,-4000.0,10.0,100.0
740,13431.0,Raleigh Challenge - Wilson Trail,Round Trip,HongKong,"Hong Kong, China",2016-10-15,08:00:00,team,155.5,7390.0,-7390.0,9.0,50.0
741,14429.0,The Cederberg Traverse,100 Mile,Cederberg,South Africa,2016-10-15,05:30:00,solo,166.1,7390.0,-7390.0,3.0,50.0
742,15939.0,The North Face Endurance Challenge Chile,160 Km,Huechuraba,Chile,2016-10-15,00:00:00,solo,160.1,8970.0,-8720.0,16.0,70.0
743,13273.0,Salomon Bhatti Lakes,160 Km,Faridabad,India,2016-10-14,06:00:00,solo,158.3,2390.0,-2370.0,0.0,20.0
744,13014.0,Szlak Orlich Gniazd - Ultra,Szlak Orlich Gniazd - Ultra,KwasniówDolny,Poland,2016-10-14,20:00:00,solo,161.8,2780.0,-2760.0,7.0,0.0
745,12788.0,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2016-10-14,00:00:00,solo,165.2,7580.0,-7580.0,15.0,150.0
746,17345.0,OSJ Koumi,100 Miles,KoumiTown,Japan,2016-10-09,05:00:00,solo,166.6,8510.0,-8520.0,4.0,0.0
747,13501.0,Bromont Ultra,160km,Bromont,Canada,2016-10-08,07:30:00,solo,162.5,6240.0,-6240.0,17.0,0.0
749,12179.0,100 Miles Sud De France,100 Miles,bolquere,France,2016-10-07,10:00:00,solo,164.3,8060.0,-9800.0,15.0,500.0
750,21799.0,Grindstone 100,Grindstone 100,Swoope,United States,2016-10-07,00:00:00,solo,159.6,6980.0,-6980.0,15.0,0.0
751,11193.0,Ultra-Trail del Rincon,UTR 170K,Castielfabib,Spain,2016-10-07,00:00:00,solo,168.0,6610.0,-6610.0,15.0,0.0
752,11638.0,Cloudsplitter 100,100 Mile,Norton,United States,2016-10-01,08:00:00,solo,160.7,6930.0,-6930.0,10.0,50.0
753,16227.0,NERANG 100 miler 2016,NERANG 100 miler,Nerang,Australia,2016-10-01,07:00:00,solo,160.0,5550.0,-5550.0,6.0,0.0
754,12131.0,Cotswold Way Century,100 Miles,ChippingCampden,United Kingdom,2016-09-24,12:00:00,solo,166.7,4210.0,-4370.0,10.0,120.0
755,16107.0,Flagstaff To Grand Canyon Stagecoach Line,100 MILE ULTRA SOLO,,United States,2016-09-24,00:00:00,solo,160.93,2134.0,0.0,0.0,0.0
756,13173.0,Mogollon Monster 100,MOGOLLON MONSTER 100,Pine,United States,2016-09-24,00:00:00,solo,169.7,6020.0,-6020.0,13.0,150.0
757,11239.0,St Oswald's Ultra,100 Mile,Chollerford,United Kingdom,2016-09-24,00:00:00,solo,164.4,2160.0,-2200.0,13.0,0.0
758,13213.0,Waterous Trail On Foot,WTF 100,Dwellingup,Australia,2016-09-24,06:00:00,solo,161.6,3190.0,-3190.0,9.0,30.0
759,14133.0,BEAR 100,BEAR 100,Smithfield,United States,2016-09-23,00:00:00,solo,161.1,5620.0,-5620.0,13.0,0.0
760,12087.0,Black River Run,100 Miles,Västerås,Sweden,2016-09-17,10:00:00,solo,161.2,1040.0,-1050.0,9.0,200.0
762,11776.0,Mark Twain Endurance Races,100 Mile,Berryman,United States,2016-09-17,06:00:00,solo,156.4,2530.0,-2530.0,6.0,0.0
763,14247.0,Kodiak Ultra Marathons,Kodiak 100 Mi,BigBearLake,United States,2016-09-16,12:00:00,solo,163.8,5140.0,-5140.0,16.0,60.0
764,15859.0,RUN RABBIT RUN,RUN RABBIT RUN 100 HARE,,United States,2016-09-16,00:00:00,solo,165.8,6160.0,-6160.0,0.0,0.0
765,15779.0,HEADLANDS HUNDRED,HEADLANDS HUNDRED 100 MILE ENDURANCE RUN,,United States,2016-09-10,00:00:00,solo,161.0,6120.0,-6120.0,0.0,0.0
766,15643.0,PINE TO PALM 100 MILE ENDURANCE RUN,PINE TO PALM 100 MILE ENDURANCE RUN,Ashland,United States,2016-09-10,00:00:00,solo,164.2,7767.0,-7765.0,0.0,0.0
767,12869.0,THE GREAT NORTH WALK 100S,100 MILES,Patonga,Australia,2016-09-10,00:00:00,solo,170.6,5530.0,-5530.0,6.0,200.0
768,18059.0,Vadrózsa,Vadrózsa 160,Rózsaszentmárton,Hungary,2016-09-10,00:00:00,solo,158.8,6680.0,-6680.0,17.0,100.0
769,15769.0,WASATCH FRONT 100 MILE ENDURANCE RUN,WASATCH FRONT 100 MILE ENDURANCE RUN,,United States,2016-09-09,00:00:00,solo,161.0,8215.0,-7965.0,0.0,0.0
770,12711.0,Le Grand Raid Des Pyrénées,GRP160 Ultra,vielle-Aure,France,2016-08-26,00:00:00,solo,163.3,9590.0,-9590.0,0.0,0.0
771,11263.0,UTMB®,UTMB®,Chamonix,France,2016-08-26,00:00:00,solo,171.0,10080.0,-10080.0,16.0,2300.0
772,15427.0,CASCADE CREST 100 MILE ENDURANCE RUN,CASCADE CREST 100 MILE ENDURANCE RUN,,United States,2016-08-20,00:00:00,solo,161.0,6700.0,-6700.0,0.0,0.0
774,12089.0,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2016-08-19,18:00:00,solo,157.1,7130.0,-7130.0,13.0,100.0
775,11310.0,Ultra Tour Des 4 Massifs,Ut4M160 Xtrem,Grenoble,France,2016-08-19,07:00:00,solo,163.2,10530.0,-10530.0,15.0,500.0
776,10900.0,Angeles Crest 100 Mile Endurance Run,Angeles Crest 100 Mile Endurance Run,Arcadia,United States,2016-08-06,05:00:00,solo,160.8,6350.0,-7770.0,15.0,270.0
777,11982.0,Burning River Endurance Run,100 Mile,Hudson,United States,2016-08-06,04:00:00,solo,163.0,2470.0,-2470.0,20.0,0.0
778,11486.0,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2016-08-06,06:00:00,solo,170.2,3490.0,-3520.0,14.0,300.0
779,12989.0,Silverheels Endurance Run,100 Mile,Fairplay,United States,2016-08-06,04:00:00,solo,168.2,5450.0,-5450.0,16.0,300.0
780,13366.0,Ouray 100 Mile Endurance Run,100 Mile,Ouray,United States,2016-08-05,08:00:00,solo,167.2,11420.0,-11420.0,15.0,0.0
781,11549.0,SALOMON ALPEN X 100 Powered By LED LENSER,100 Miles,Seefeld,Austria,2016-08-05,22:00:00,solo,163.9,10230.0,-10860.0,11.0,0.0
782,12166.0,Chiemgauer 100,100 Mile,Bergen,Germany,2016-07-29,14:00:00,solo,160.0,7500.0,-7500.0,9.0,150.0
783,10911.0,The GAX 100 Miles,The GAX 100 Miles,Ystad,Sweden,2016-07-23,08:00:00,solo,160.7,1600.0,-1590.0,5.0,70.0
784,16935.0,LAKELAND,LAKELAND 100,,United Kingdom,2016-07-22,00:00:00,solo,161.0,6300.0,-6300.0,0.0,0.0
785,13867.0,Tahoe Rim Trail Endurance Run,100 Mile,Carsoncity,United States,2016-07-16,00:00:00,solo,162.7,6140.0,-6140.0,0.0,0.0
786,14465.0,Vermont 100 Endurance Race,100M,WestWindsor,United States,2016-07-16,04:00:00,solo,162.0,4530.0,-4530.0,19.0,325.0
787,13454.0,YOU YANGS,100 MI,LittleRiver,Australia,2016-07-16,09:00:00,solo,156.7,2960.0,-2960.0,2.0,21.0
788,15015.0,Andorra Ultra Trail Vallnord,ANDORRA RONDA DELS CIMS,Ordino,Andorra,2016-07-15,00:00:00,solo,170.0,13500.0,-13500.0,0.0,0.0
789,10563.0,GRAND TRAIL STEVENSON,GTS 3 jours - B,Saint-Etienne-Vallée-Française,France,2016-07-15,07:00:00,solo,156.2,5143.0,-5986.0,6.0,0.0
790,11468.0,Sinister 7 Ultra,Solo,Blairmore,Canada,2016-07-09,07:00:00,solo,155.3,4300.0,-4270.0,15.0,1400.0
791,10953.0,Ehunmilak Ultra-Trail®,Ehunmilak Ultra-Trail®,Beasain,Spain,2016-07-08,18:00:00,solo,170.7,10152.0,-10152.0,15.0,500.0
792,14723.0,HARDROCK 100 ENDURANCE RUN,HARDROCK 100,,United States,2016-07-08,00:00:00,solo,161.8,10365.0,-10365.0,0.0,0.0
793,13460.0,CHICAMOCHA RUN,160K,CUNDINAMARCA,Colombia,2016-07-02,09:00:00,solo,165.1,8520.0,-7400.0,10.0,0.0
794,14675.0,THURINGEN ULTRA,THURINGEN ULTRA 100 MILES,,Germany,2016-07-01,00:00:00,solo,161.0,3100.0,-3100.0,0.0,0.0
795,14585.0,BLACK HILLS 100,BLACK HILLS 100 - 100 MILES,,United States,2016-06-25,00:00:00,solo,161.0,4950.0,-4950.0,0.0,0.0
796,11981.0,Western States Endurance Run,Western States Endurance Run,Auburn,United States,2016-06-25,00:00:00,solo,160.3,5950.0,-7490.0,21.0,369.0
797,14329.0,Mohican Trail,THE NORTH FACE MOHICAN TRAIL 100M,Loudonville,United States,2016-06-18,00:00:00,solo,161.0,3425.0,-3425.0,0.0,0.0
798,14291.0,Bighorn Trail Run,100M,Sheridan,United States,2016-06-17,11:00:00,solo,167.3,6740.0,-6800.0,7.0,360.0
799,10802.0,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2016-06-11,06:00:00,solo,156.7,3390.0,-3440.0,14.0,300.0
800,13257.0,Chicamocha Canyon Race,165 Km,SanGil,Colombia,2016-06-04,10:00:00,solo,164.6,8690.0,-8690.0,6.0,700.0
801,12217.0,Kettle Moraine 100,100 Mile,LaGrange,United States,2016-06-04,00:00:00,solo,160.9,2650.0,-2650.0,12.0,350.0
802,14245.0,OLD DOMINION 100 MILE,OLD DOMINION 100 MILE,,United States,2016-06-04,00:00:00,solo,161.0,4270.0,-4270.0,0.0,0.0
803,12004.0,Bryce Canyon,100 Mile,Hatch,United States,2016-06-03,00:00:00,solo,159.4,4800.0,-4800.0,13.0,90.0
804,11158.0,Oh Meu Deus,K 160+,Seia,Portugal,2016-06-03,00:00:00,solo,159.6,7730.0,-7730.0,12.0,0.0
805,10071.0,SAN DIEGO 100,San Diego 100,Oceanside,United States,2016-06-03,00:00:00,solo,158.0,4020.0,-4030.0,15.0,250.0
806,12661.0,The Arctic Triple Lofoten Ultra-Trail®,100 Miles,SVOLVÆR,Norway,2016-06-02,12:00:00,solo,166.2,6690.0,-6690.0,10.0,0.0
807,14689.0,SULPHUR SPRINGS,100 MILES,Ancaster,Canada,2016-05-28,00:00:00,solo,161.0,3220.0,-3220.0,0.0,0.0
808,11465.0,Borås Ultra Marathon,BUM 100 Miles,Borås,Sweden,2016-05-27,18:00:00,solo,158.8,3100.0,-3180.0,10.0,30.0
809,10935.0,NUTS Karhunkierros,160k,Kuusamo,Finland,2016-05-27,12:00:00,solo,162.4,1730.0,-1720.0,7.0,60.0
810,13799.0,The Himalayan Crossing and The Spiti,The Spiti,Kaza,India,2016-05-27,00:00:00,solo,171.6,4970.0,-4670.0,6.0,0.0
811,10476.0,Hardcore Hundred Miles Trail Ultramarathon,100 MILES - H1,Kayapa,Philippines,2016-05-20,00:00:00,solo,155.3,10095.0,-10101.0,11.0,100.0
812,12526.0,Cruel Jewel,Cruel Jewel 100,Blairsville,United States,2016-05-14,12:00:00,solo,174.2,8520.0,-8510.0,11.0,125.0
813,12804.0,Malaysia Eco 100,100 miles,BukitMertajam,Malaysia,2016-05-14,04:00:00,solo,164.7,4340.0,-4300.0,15.0,30.0
814,13745.0,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,,United States,2016-05-14,00:00:00,solo,162.5,5420.0,-5420.0,0.0,0.0
815,11321.0,Salomon Hammer Trail,100 Miles,allinge,Denmark,2016-05-06,11:00:00,solo,161.5,5840.0,-5840.0,12.0,500.0
816,10686.0,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2016-04-30,00:00:00,solo,166.9,1532.0,-1502.0,13.0,300.0
817,12535.0,Mustang Trail Race,Mustang Trail Race,Kathmandu,Nepal,2016-04-19,09:00:00,solo,167.7,8850.0,-8110.0,8.0,30.0
818,10990.0,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2016-04-16,10:00:00,solo,158.2,1540.0,-1540.0,13.0,250.0
819,12001.0,Zion,100 Mile,Virgin,United States,2016-04-16,06:00:00,solo,156.7,3690.0,-3690.0,14.0,0.0
820,9994.0,100 Miles Of Istria,100 Miles,Umag,Croatia,2016-04-15,00:00:00,solo,170.9,7120.0,-7400.0,12.0,0.0
821,13226.0,UMSTEAD 100,UMSTEAD 100,,United States,2016-04-02,00:00:00,solo,161.0,2450.0,-2450.0,0.0,0.0
822,11275.0,Badger Mountain Challenge,100 Mile,Kennewick,United States,2016-03-25,07:00:00,solo,156.7,4760.0,-4750.0,15.0,65.0
823,11003.0,Northburn 100 Miler,100 Mile,Cromwell,New Zealand,2016-03-19,06:00:00,solo,155.8,8230.0,-8230.0,12.0,50.0
824,13118.0,Antelope Island Buffalo Run,100 Mile,Syracuse,United States,2016-03-18,00:00:00,solo,160.1,2791.0,-2800.0,17.0,75.0
825,11292.0,Addo Elephant Trail Run,100 Mile,Addo,South Africa,2016-02-26,14:00:00,solo,161.2,5640.0,-5170.0,16.0,0.0
826,11200.0,Ultra Desafio Passa Quatro - MG,160 Km,PASSAQUATRO,Brazil,2016-02-26,22:00:00,solo,158.4,5440.0,-5420.0,10.0,200.0
827,10295.0,Run The Rann,Ultra Trail 161 Km,Dholavira,India,2016-02-20,07:00:00,solo,155.5,670.0,-650.0,12.0,30.0
828,10494.0,Ultra Trail Hong Kong,UTHK 170,HongKong,"Hong Kong, China",2016-02-19,13:00:00,solo,157.7,7600.0,-7630.0,13.0,300.0
829,11947.0,Coldwater Rumble,100 Miles,Goodyear,United States,2016-01-23,07:00:00,solo,161.2,1620.0,-1620.0,19.0,500.0
830,12320.0,HURT 100,HURT 100 MILE ENDURANCE RUN,,United States,2016-01-16,00:00:00,solo,161.0,8200.0,-8200.0,0.0,0.0
831,14747.0,Montane Spine Races,Challenger,Edale,United Kingdom,2016-01-09,08:00:00,solo,170.5,4750.0,-4750.0,4.0,100.0
832,14757.0,Montane Spine Races,Montane Spine MRT Challenge,Edale,United Kingdom,2016-01-09,10:00:00,solo,170.5,4750.0,-4750.0,4.0,30.0
833,10404.0,UTSZ,100 Miles,Shenzhen,China,2015-12-12,04:00:00,solo,165.1,7946.0,-7866.0,16.0,200.0
834,10302.0,Alpine Challenge,100 Mile Individual,BerrysCreek,Australia,2015-11-28,04:30:00,solo,161.4,7302.0,-7321.0,4.0,100.0
835,10836.0,HK168,Full 168,TaiMeiTuk,"Hong Kong, China",2015-11-28,08:00:00,solo,170.4,8100.0,-8290.0,16.0,150.0
836,10969.0,Ultra-Trail® Three Gorges,100 Miles,Yichang,China,2015-11-27,08:00:00,solo,174.1,9080.0,-9100.0,17.0,0.0
837,11702.0,CHIMERA 100,CHIMERA 100 MILES,,United States,2015-11-14,00:00:00,solo,155.0,6520.0,-6520.0,0.0,0.0
839,11705.0,OZARK 100 MILE ENDURANCE RUN,OZARK 100 MILE ENDURANCE RUN,Shawnee,United States,2015-11-07,00:00:00,solo,161.0,4500.0,-4500.0,12.0,0.0
840,11449.0,PINHOTI 100,PINHOTI 100 MILES,Sylacauga,United States,2015-11-07,00:00:00,solo,161.9,4930.0,-5060.0,0.0,0.0
841,11450.0,RIO DEL LAGO 100,RIO DEL LAGO 100 MILES,,United States,2015-11-07,00:00:00,solo,166.9,3300.0,-3300.0,19.0,0.0
842,9201.0,Bromo Tengger Semeru 100 Ultra,BTS 170K,Bogor,Indonesia,2015-11-06,00:00:00,solo,171.7,8570.0,-8560.0,15.0,0.0
843,8753.0,White Rose Ultra,100 Mile,Huddersfield,United Kingdom,2015-11-01,00:00:00,solo,161.2,4610.0,-4810.0,5.0,0.0
844,9703.0,Javelina Jundred,100 Miles,FortMcDowell,United States,2015-10-31,00:00:00,solo,163.4,1850.0,-1850.0,26.0,0.0
845,11422.0,Cactus Rose,100 Mile,Bandera,United States,2015-10-24,00:00:00,solo,161.0,4400.0,-4400.0,20.0,0.0
846,9086.0,Le Grand Raid De La Réunion,Le Grand Raid De La Réunion,SaintDenis,France,2015-10-22,00:00:00,solo,160.8,10410.0,-10360.0,0.0,0.0
847,8966.0,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2015-10-17,00:00:00,solo,162.4,2130.0,-2140.0,15.0,240.0
848,10573.0,The North Face Endurance Challenge Chile,160 Km,Huechuraba,Chile,2015-10-17,00:00:00,solo,161.7,7612.0,-7330.0,16.0,0.0
849,11924.0,Rodopi Advendurun,100 miles,Haidou,Greece,2015-10-16,06:00:00,solo,164.1,6610.0,-6610.0,0.0,159.0
850,10902.0,Szlak Orlich Gniazd - Ultra,Szlak Orlich Gniazd - Ultra,KwasniówDolny,Poland,2015-10-16,20:00:00,solo,161.3,2160.0,-2142.0,7.0,0.0
851,11731.0,OSJ Koumi,100 Miles,KoumiTown,Japan,2015-10-10,05:00:00,solo,166.6,8510.0,-8520.0,4.0,0.0
852,9570.0,Raleigh Challenge - Wilson Trail,Tornado 156,HongKong,"Hong Kong, China",2015-10-10,00:00:00,team,169.4,7580.0,-7950.0,9.0,0.0
853,10454.0,100 Miles Sud De France,100 Miles,bolquere,France,2015-10-09,10:00:00,solo,164.6,8000.0,-9734.0,15.0,500.0
854,8738.0,Ultra-Trail del Rincon,UTR 170K,Castielfabib,Spain,2015-10-09,00:00:00,solo,168.0,6610.0,-6610.0,15.0,0.0
855,10858.0,Cloudsplitter 100,100 Mile,Norton,United States,2015-10-03,08:00:00,solo,160.7,6930.0,-6930.0,10.0,50.0
856,11208.0,Oil Creek 100 Trail Runs,OIL CREEK 100 MILES,,United States,2015-10-03,00:00:00,solo,162.3,5420.0,-5420.0,0.0,0.0
857,10984.0,Grindstone 100,Grindstone 100,Swoope,United States,2015-10-02,00:00:00,solo,160.0,6990.0,-6990.0,15.0,0.0
858,10153.0,MAGREDI MOUNTAIN TRAIL,MAGREDI MOUNTAIN TRAIL 100 MI (MMT 100 MILE),Fontanafredda,Italy,2015-10-02,18:00:00,solo,160.5,7218.0,-7203.0,16.0,200.0
859,9167.0,Cotswold Way Century,100 Miles,ChippingCampden,United Kingdom,2015-09-26,00:00:00,solo,164.6,4090.0,-4200.0,10.0,0.0
860,13260.0,FLAGSTAFF TO GRAND CANYON STAGECOACH LINE 100 MILE,FLAGSTAFF TO GRAND CANYON STAGECOACH LINE 100 MILE ULTRA - SOLO,,United States,2015-09-26,00:00:00,solo,160.93,2134.0,0.0,0.0,0.0
861,16071.0,Mogollon Monster 100,MOGOLLON MONSTER 100,Pine,United States,2015-09-26,00:00:00,solo,169.7,6020.0,-6020.0,13.0,150.0
862,8848.0,St Oswald's Ultra,100 Mile,Chollerford,United Kingdom,2015-09-26,00:00:00,solo,164.4,2160.0,-2200.0,13.0,0.0
863,10820.0,BEAR 100,BEAR 100,Smithfield,United States,2015-09-25,00:00:00,solo,156.8,6550.0,-6200.0,13.0,0.0
864,7936.0,Ultra-Trail Mt. Fuji,UTMF,Fuji,Japan,2015-09-25,13:00:00,solo,168.9,7180.0,-7170.0,12.0,1400.0
865,10766.0,Black River Run,100 Miles,Västerås,Sweden,2015-09-19,10:00:00,solo,161.2,1040.0,-1050.0,9.0,200.0
866,11169.0,IDAHO MOUNTAIN TRAIL ULTRA FESTIVAL,100 MILE,,United States,2015-09-19,00:00:00,solo,161.5,6810.0,-6810.0,0.0,0.0
867,11423.0,Virgil Crest Ultras,100M,,United States,2015-09-19,00:00:00,solo,161.6,6100.0,-6100.0,0.0,0.0
868,10700.0,KODIAK 100,KODIAK 100 MI,BigBearLake,United States,2015-09-18,00:00:00,solo,156.8,5330.0,-5330.0,0.0,0.0
869,11052.0,RUN RABBIT RUN,RUN RABBIT RUN 100 HARE,,United States,2015-09-18,00:00:00,solo,165.8,6160.0,-6160.0,0.0,0.0
870,11063.0,RUN RABBIT RUN,RUN RABBIT RUN 100 TORTOISE RUN,,United States,2015-09-18,00:00:00,solo,165.8,6155.0,-6155.0,0.0,0.0
871,12470.0,Glasshouse 100,GLASSHOUSE - 100 miles,,Australia,2015-09-12,00:00:00,solo,159.9,2409.0,-2397.0,20.0,0.0
872,12599.0,Haliburton Forest Trail Race,HALIBURTON FOREST TRAIL RACE - 100 miles,,Canada,2015-09-12,00:00:00,solo,161.0,3120.0,-3120.0,23.0,0.0
873,12958.0,HEADLANDS HUNDRED,HEADLANDS HUNDRED 100 MILE ENDURANCE RUN,,United States,2015-09-12,00:00:00,solo,161.0,6120.0,-6120.0,0.0,0.0
874,8866.0,L'Infernal Trail Des Vosges,160 Km,SaintNabord,France,2015-09-12,00:00:00,solo,171.6,6560.0,-6560.0,10.0,0.0
875,9770.0,PINE TO PALM 100 MILE ENDURANCE RUN,PINE TO PALM 100 MILE ENDURANCE RUN,Ashland,United States,2015-09-12,00:00:00,solo,164.2,7767.0,-7765.0,0.0,0.0
