,race_year_id,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants
495,26955.0,Ultra-Trail® Malopolska,UTM 170,KasinkaMala,Poland,2018-06-15,17:00:00,solo,172.8,8870.0,-8870.0,11.0,100.0
496,27329.0,Ultra-Trail® Malopolska,UTM 170 NA RATY,KasinkaMala,Poland,2018-06-15,06:00:00,solo,170.0,8650.0,-8650.0,9.0,50.0
497,25983.0,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2018-06-09,06:00:00,solo,155.9,3390.0,-3440.0,14.0,300.0
498,32169.0,Laulasmaa Ultra,Laulasmaa Ultra 8 loops,Laulasmaa,Estonia,2018-06-09,10:00:00,solo,170.5,1880.0,-1880.0,56.0,0.0
499,33511.0,Oh Meu Deus,100 Milhas OMD,Seia,Portugal,2018-06-08,16:00:00,solo,172.3,7530.0,-7530.0,13.0,85.0
500,24339.0,SAN DIEGO 100,San Diego 100,Oceanside,United States,2018-06-08,06:00:00,solo,161.3,3950.0,-3950.0,15.0,250.0
501,29705.0,Kettle Moraine 100,100 Mile,LaGrange,United States,2018-06-02,06:00:00,solo,160.9,2660.0,-2660.0,12.0,400.0
502,34375.0,OLD DOMINION 100 MILE,OLD DOMINION 100 MILE,,United States,2018-06-02,00:00:00,solo,161.0,4270.0,-4270.0,0.0,0.0
503,28367.0,Bryce Canyon,100 Mile,Hatch,United States,2018-06-01,00:00:00,solo,158.1,4770.0,-4800.0,13.0,300.0
504,26029.0,Chicamocha Canyon Race,100 miles,SanGil,Colombia,2018-06-01,22:00:00,solo,164.6,7090.0,-7070.0,14.0,100.0
505,24505.0,Jurassic Coast 100,100 miles,Swanage,United Kingdom,2018-06-01,10:00:00,solo,168.2,4740.0,-4740.0,14.0,50.0
506,34049.0,Scout Mountain Ultras,162K,Pocatello,United States,2018-06-01,12:00:00,solo,162.2,6320.0,-6300.0,11.0,0.0
507,24871.0,The Arctic Triple Lofoten Ultra-Trail®,100 Miles,SVOLVÆR,Norway,2018-06-01,12:00:00,solo,165.1,6610.0,-6610.0,10.0,0.0
508,24465.0,6th Elton Volgabus Ultra-Trail®,Ultimate 100 miles,Eltonvillage,Russia,2018-05-26,20:00:00,solo,163.6,250.0,-250.0,8.0,80.0
509,24989.0,Nuts Karhunkierros,160K,Kuusamo,Finland,2018-05-25,12:00:00,solo,167.5,2570.0,-2570.0,7.0,0.0
510,34511.0,Fiambala Desert Trail,ULTRA DESERT TRAIL X 5 DIAS,Fiambala,Argentina,2018-05-22,10:00:00,solo,169.6,3540.0,-3250.0,12.0,60.0
511,26021.0,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,VerdensEnde,Norway,2018-05-19,10:00:00,solo,161.5,3310.0,-3770.0,3.0,200.0
512,35067.0,Trainic-World in Sainokuni,100mile,Ogose,Japan,2018-05-19,07:00:00,solo,174.6,9760.0,-9760.0,16.0,200.0
513,27217.0,Hardcore Hundred Miles Trail Ultramarathon,Hardcore Hundred Miles Trail Ultramarathon,Kayapa,Philippines,2018-05-17,23:00:00,solo,161.9,11840.0,-11860.0,11.0,100.0
514,27737.0,Penang Eco 100,100 miles,BukitMertajam,Malaysia,2018-05-12,04:00:00,solo,166.5,4250.0,-4260.0,15.0,40.0
515,28853.0,Pembrokeshire Ultramarathons,100,StDogmaels,United Kingdom,2018-05-11,08:00:00,solo,162.0,5550.0,-5550.0,7.0,100.0
516,30857.0,Ultra-Trail Snowdonia,UTS-100,CapelCurig,United Kingdom,2018-05-11,17:00:00,solo,168.1,10220.0,-10220.0,15.0,100.0
517,22655.0,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2018-05-05,10:00:00,solo,161.2,3210.0,-3160.0,13.0,300.0
518,32709.0,Hubert 100 Miles,Hubert 100 Miles,ClarenceGardens,Australia,2018-05-05,10:00:00,solo,155.4,2350.0,-2350.0,9.0,100.0
519,50503.0,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,,United States,2018-05-05,00:00:00,solo,162.5,5420.0,-5420.0,0.0,0.0
520,32405.0,Salomon Hammer Trail,100 Miles,allinge,Denmark,2018-05-04,10:00:00,solo,156.0,6000.0,-6620.0,12.0,500.0
521,29411.0,Aktivitus Trailrace,Ultra-Trail®,Jonsered,Sweden,2018-04-28,05:00:00,solo,164.8,3040.0,-3040.0,8.0,50.0
522,31117.0,Altra100,100 Mile,Banaue,Philippines,2018-04-27,15:00:00,solo,160.3,10380.0,-10900.0,14.0,35.0
523,33343.0,Ultra-Trail Mt. Fuji,UTMF,Fuji,Japan,2018-04-27,15:00:00,solo,167.4,7610.0,-7680.0,9.0,1400.0
524,32307.0,Ultra-Trail® Drakensberg,UTD 160,Underberg,South Africa,2018-04-27,12:00:00,solo,166.0,5850.0,-6980.0,8.0,0.0
525,25257.0,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2018-04-21,10:00:00,solo,159.1,1640.0,-1640.0,13.0,150.0
526,28221.0,Zion,100 Mile,Virgin,United States,2018-04-20,06:00:00,solo,160.5,3760.0,-3760.0,15.0,300.0
527,28659.0,Mustang Trail Race,Mustang Trail Race,Kathmandu,Nepal,2018-04-17,08:00:00,solo,168.3,9870.0,-9170.0,8.0,30.0
528,29375.0,Jiangnan100 Ultra Trail,168Km,Ningbo,China,2018-04-13,14:00:00,solo,157.1,8110.0,-8100.0,13.0,100.0
529,37333.0,Zumbro Endurance Run,100m,Theilman,United States,2018-04-13,08:00:00,solo,159.8,4210.0,-4210.0,22.0,0.0
530,23711.0,100 Miles Of Istria,RED,Umag,Croatia,2018-04-06,16:00:00,solo,168.0,6540.0,-6820.0,12.0,600.0
531,24677.0,Patagonia Run,100 Millas,SanMartinDeLosAndes,Argentina,2018-04-06,13:00:00,solo,163.0,6600.0,-6580.0,16.0,0.0
532,31813.0,Lost Island Ultra,The Vodafone Lost Island Ultra,Nadi,Fiji,2018-04-03,06:00:00,solo,166.2,4800.0,-4420.0,14.0,100.0
534,26593.0,Badger Mountain Challenge,100 Mile,Kennewick,United States,2018-03-30,07:00:00,solo,158.4,4510.0,-4500.0,18.0,55.0
535,26611.0,Victoria 162,3-day Race,HongKong,"Hong Kong, China",2018-03-29,09:00:00,solo,163.7,7160.0,-7150.0,21.0,100.0
536,30051.0,Ultra Trail Huang Shan,170 Km,Huangshan,China,2018-03-23,06:30:00,solo,167.5,9210.0,-9200.0,15.0,90.0
537,32135.0,Northburn 100 Miler,100 Mile,Cromwell,New Zealand,2018-03-17,06:00:00,solo,162.6,10010.0,-10030.0,12.0,50.0
539,21815.0,Gaoligong by UTMB,MGU,Tengchong,China,2018-03-09,20:00:00,solo,160.0,8400.0,-8417.0,17.0,400.0
540,22431.0,Addo Elephant Trail Run,100 Mile,Addo,South Africa,2018-03-02,14:00:00,solo,161.2,5640.0,-5130.0,17.0,100.0
541,30645.0,Antelope Canyon,100 Mile,Page,United States,2018-02-23,06:00:00,solo,159.5,1740.0,-1740.0,10.0,300.0
542,26219.0,La Misión,160 Km,SanMartíndelosAndes,Argentina,2018-02-22,10:00:00,solo,163.9,6810.0,-6800.0,2.0,200.0
543,31523.0,Les Traces du Nord Basse-Terre,L'Ultra-Trail®,Petit-Bourg,France,2018-02-16,18:30:00,solo,155.4,6290.0,-6300.0,14.0,400.0
544,41165.0,Lone Star 100,100M,ElPaso,United States,2018-02-10,05:00:00,solo,158.6,5930.0,-5850.0,9.0,0.0
545,28897.0,Tarawera 100 Mile Endurance Run,Tarawera 100 Mile Endurance Run,Rotorua,New Zealand,2018-02-10,04:00:00,solo,164.1,5520.0,-5520.0,10.0,200.0
546,24785.0,Rocky Raccoon,100 Mile,Huntsville,United States,2018-02-03,00:00:00,solo,158.2,1970.0,-1970.0,19.0,500.0
547,25477.0,Run The Rann,RTR 161 Km,Dholavira,India,2018-02-03,07:00:00,solo,160.4,2310.0,-2290.0,10.0,30.0
548,21567.0,Coldwater Rumble,100 Miles,Goodyear,United States,2018-01-20,07:00:00,solo,159.3,1660.0,-1650.0,16.0,500.0
550,31669.0,HURT 100,HURT 100 MILE ENDURANCE RUN,,United States,2018-01-13,00:00:00,solo,161.0,8200.0,-8200.0,0.0,0.0
551,24601.0,Montane Spine Races,Challenger,Edale,United Kingdom,2018-01-13,08:00:00,solo,174.8,4590.0,-4590.0,4.0,120.0
552,24597.0,Montane Spine Races,MRT Challenge,Edale,United Kingdom,2018-01-13,11:00:00,solo,174.8,4200.0,-4200.0,4.0,0.0
553,20653.0,Sandsjöbacka Trail,Ultra Triple,Åsa,Sweden,2018-01-12,18:00:00,solo,159.5,2490.0,-2510.0,9.0,100.0
555,19853.0,S1 Trail La Corsa Della Bora,S1 Ipertrail,TRIESTE,Italy,2018-01-05,03:00:00,solo,165.2,6640.0,-6640.0,6.0,0.0
556,19855.0,S1 Trail La Corsa Della Bora,S1 Ipertrail Team,TRIESTE,Italy,2018-01-05,03:00:00,team,165.2,6640.0,-6640.0,6.0,0.0
557,24081.0,UTSZ Trail Races,100Miles,shenzhen,China,2017-12-23,05:00:00,solo,162.4,7230.0,-7200.0,16.0,40.0
559,25033.0,Prazska Stovka - Prague Ultra Trail,170 Km,Praha,Czech Republic,2017-12-09,00:00:00,solo,168.6,4720.0,-4830.0,8.0,0.0
560,26537.0,The Hitchcock Experience,100 Mile,HoneyCreek,United States,2017-12-09,11:00:00,solo,169.2,5470.0,-5430.0,21.0,50.0
561,23199.0,Ultra-Trail® Panoramic,100Miles,AmphurMuang,Thailand,2017-12-08,18:00:00,solo,162.9,7130.0,-6970.0,10.0,400.0
562,27269.0,Eco Madeira Ultra Marathon,Eco Madeira Ultra Marathon,CâmaradeLobos,Portugal,2017-12-01,10:00:00,solo,164.9,7130.0,-7130.0,11.0,25.0
563,23631.0,HK168,Full 168,TaiMeiTuk,"Hong Kong, China",2017-12-01,18:00:00,solo,161.5,7880.0,-7870.0,14.0,300.0
564,26623.0,Wicklow Way 50 Miles,100 Miles,Wicklow,Ireland,2017-12-01,14:00:00,solo,160.8,5490.0,-5480.0,4.0,50.0
565,19301.0,Alpine Challenge,100 Mile Individual,BerrysCreek,Australia,2017-11-25,04:30:00,solo,155.3,6420.0,-6420.0,4.0,100.0
566,41979.0,Best of San Diego 100 Miler,100 Miler,SanDiego,United States,2017-11-24,07:00:00,solo,163.0,2360.0,-2360.0,13.0,0.0
568,19175.0,Ultra-Trail® Three Gorges,172 Km,Yichang,China,2017-11-23,20:00:00,solo,174.1,10200.0,-10070.0,17.0,0.0
569,28131.0,CHIMERA 100,100 MILES,,United States,2017-11-18,00:00:00,solo,155.0,6520.0,-6520.0,0.0,0.0
570,25319.0,AITUYE Shenzhen Costline 168 International Trail,168KM,Shenzhen,China,2017-11-11,07:00:00,solo,161.9,5840.0,-5830.0,17.0,100.0
571,23483.0,Feral Pig Ultra,Feral Pig 100 Mile,Mundaring,Australia,2017-11-11,00:00:00,solo,162.8,3300.0,-3420.0,15.0,30.0
573,19743.0,Oman Desert Marathon,Oman Desert Marathon,Bidiyah,Oman,2017-11-04,10:00:00,solo,167.0,3260.0,-3610.0,14.0,99.0
575,28129.0,PINHOTI 100,100 MILES,Sylacauga,United States,2017-11-04,00:00:00,solo,161.9,4930.0,-5060.0,0.0,0.0
577,25451.0,Kullamannen,100 miles,Kullaberg,Sweden,2017-11-03,00:00:00,solo,157.4,2900.0,-2930.0,14.0,175.0
578,17413.0,White Rose Ultra,100 Mile,Huddersfield,United Kingdom,2017-10-29,00:00:00,solo,162.2,3870.0,-4050.0,5.0,0.0
579,16729.0,Javelina Jundred,100 Miles,FortMcDowell,United States,2017-10-28,06:00:00,solo,159.4,1760.0,-1760.0,26.0,799.0
580,23969.0,Indomit costa esmeralda ultra-trail®,100 MILLES,Gramado,Brazil,2017-10-27,14:00:00,solo,160.9,4440.0,-4440.0,12.0,70.0
582,21335.0,Bèrghem Ultra Trail,Bèrghem Ultra100M Stenfjellet,Hamar,Norway,2017-10-21,10:00:00,solo,162.0,2940.0,-2940.0,1.0,50.0
584,17291.0,Centurion Autumn 100,Centurion Autumn 100,GoringOnThames,United Kingdom,2017-10-21,10:00:00,solo,161.8,2120.0,-2120.0,14.0,300.0
585,26685.0,GHOST TRAIN RAIL TRAIL RACE 100,100 Mi,,United States,2017-10-21,00:00:00,solo,161.0,1610.0,-1600.0,0.0,0.0
586,26383.0,Autumn Asylum,March Extended,Rajamäki,Finland,2017-10-20,20:00:00,solo,168.2,1360.0,-1360.0,1.0,15.0
587,21187.0,Dalmacija Ultra-Trail®,Sky Dut,Omiš,Croatia,2017-10-20,15:00:00,solo,155.3,6720.0,-6740.0,13.0,150.0
588,26299.0,Rodopi Ultra Trail,Rodopi Advendurun,Haidou,Greece,2017-10-20,06:00:00,solo,162.1,6590.0,-6580.0,6.0,200.0
589,20273.0,Grand Raid De La Réunion,La Diagonale Des Fous,SaintDenis,France,2017-10-19,22:00:00,solo,164.9,10000.0,-9960.0,18.0,2500.0
590,18789.0,Hume And Hovell Ultra,100 Mile,Tumbarumba,Australia,2017-10-14,06:00:00,solo,160.0,3990.0,-3990.0,10.0,100.0
591,32383.0,Oil Creek 100 Trail Runs,100 MILES,,United States,2017-10-14,00:00:00,solo,162.3,5420.0,-5420.0,0.0,0.0
592,25629.0,The North Face Endurance Challenge Chile,160 Km,Huechuraba,Chile,2017-10-14,00:00:00,solo,159.5,7890.0,-8020.0,16.0,70.0
593,21153.0,Bhatti Lakes Ultra,160 Km,Faridabad,India,2017-10-13,06:00:00,solo,161.1,1110.0,-1110.0,0.0,20.0
594,22799.0,Virgin Forest Trail,Ultra-Trail®,PARANESTI,Greece,2017-10-13,00:00:00,solo,166.4,7540.0,-7530.0,15.0,150.0
595,17537.0,Crimea X Run,Stage Race,Yalta,Ukraine,2017-10-11,10:00:00,solo,159.3,9430.0,-9400.0,12.0,200.0
596,26449.0,OSJ Koumi,100 Miles,KoumiTown,Japan,2017-10-08,05:00:00,solo,170.9,7720.0,-7720.0,4.0,0.0
597,22077.0,Bromont Ultra,160km,Bromont,Canada,2017-10-07,07:30:00,solo,162.2,5880.0,-5870.0,17.0,0.0
598,17777.0,Cloudsplitter 100,100 Mile,Norton,United States,2017-10-07,07:00:00,solo,165.2,5300.0,-5300.0,21.0,100.0
599,19353.0,100 Miles Sud De France,100 Miles,bolquere,France,2017-10-06,10:00:00,solo,166.1,8060.0,-9800.0,15.0,500.0
600,23565.0,EstrelAçor Ultra Endurance,EstrelAçor 180km,PenhasdaSaúde,Portugal,2017-10-06,18:00:00,solo,174.9,7930.0,-7930.0,15.0,50.0
601,21801.0,Grindstone 100,Grindstone 100,Swoope,United States,2017-10-06,00:00:00,solo,159.6,6980.0,-6980.0,15.0,300.0
602,18073.0,Szlak Orlich Gniazd - Ultra,Szlak Orlich Gniazd - Ultra,KwasniówDolny,Poland,2017-10-06,20:00:00,solo,161.8,2780.0,-2760.0,7.0,100.0
603,21709.0,NERANG 100 miler 2017,NERANG 100 miler,Nerang,Australia,2017-09-30,07:00:00,solo,161.5,5710.0,-5710.0,6.0,30.0
604,16313.0,BEAR 100,BEAR 100,Smithfield,United States,2017-09-29,00:00:00,solo,163.4,6380.0,-6050.0,13.0,0.0
605,15369.0,Cotswold Way Century,100 Miles,ChippingCampden,United Kingdom,2017-09-23,12:00:00,solo,166.7,4210.0,-4370.0,10.0,120.0
606,26211.0,Flagstaff To Grand Canyon Stagecoach Line,100 MILE ULTRA SOLO,,United States,2017-09-23,00:00:00,solo,160.93,2134.0,0.0,0.0,0.0
607,12239.0,Mountain Lakes 100,Mountain Lakes 100,OlallieLake,United States,2017-09-23,08:00:00,solo,155.9,3570.0,-3570.0,14.0,150.0
609,19733.0,Waterous Trail On Foot,WTF 100,Dwellingup,Australia,2017-09-23,06:00:00,solo,161.9,3210.0,-3210.0,9.0,30.0
610,25495.0,Karkloof100,Karkloof100,Howick,South Africa,2017-09-22,22:00:00,solo,156.6,3440.0,-3440.0,9.0,50.0
611,19093.0,Black River Run,100 Miles,Västerås,Sweden,2017-09-16,10:00:00,solo,161.0,1090.0,-1090.0,9.0,200.0
612,25349.0,IDAHO MOUNTAIN TRAIL ULTRA FESTIVAL,100 MILE,,United States,2017-09-16,00:00:00,solo,161.5,6810.0,-6810.0,0.0,0.0
613,20479.0,Mark Twain Endurance Runs,100 Mile,Berryman,United States,2017-09-16,06:00:00,solo,161.8,2300.0,-2300.0,5.0,150.0
614,16723.0,Mogollon Monster 100,MOGOLLON MONSTER 100,Pine,United States,2017-09-16,06:00:00,solo,162.8,5500.0,-5500.0,13.0,150.0
615,25339.0,RUN RABBIT RUN,100 HARE,,United States,2017-09-15,00:00:00,solo,165.8,6160.0,-6160.0,0.0,0.0
616,26251.0,HEADLANDS HUNDRED,100 miles,,United States,2017-09-09,00:00:00,solo,161.0,6120.0,-6120.0,0.0,0.0
618,17721.0,THE GREAT NORTH WALK 100S,100 MILES,Patonga,Australia,2017-09-09,06:00:00,solo,170.6,5520.0,-5520.0,6.0,200.0
619,36583.0,Superior Fall Trail Race,100 Mile,Lutsen,United States,2017-09-08,08:00:00,solo,168.0,5200.0,-5060.0,13.0,0.0
620,14019.0,SwissPeaks Trail,170K Valais*Wallis,LeBouveret,Switzerland,2017-09-08,13:00:00,solo,171.0,10560.0,-12530.0,12.0,400.0
621,25335.0,WASATCH FRONT 100 MILE ENDURANCE RUN,WASATCH FRONT 100 MILE ENDURANCE RUN,,United States,2017-09-08,00:00:00,solo,161.0,8215.0,-7965.0,0.0,0.0
622,17705.0,Ultra Tour Monte Rosa,4 Stage Race 170 km,Grächen,Switzerland,2017-09-06,06:00:00,solo,161.0,12250.0,-12250.0,11.0,300.0
623,24327.0,Vadrózsa 50,Vadrózsa 160,Rózsaszentmárton,Hungary,2017-09-02,06:45:00,solo,159.6,6340.0,-6350.0,17.0,100.0
624,17653.0,Ultra Tour Monte Rosa,Ultra Tour 170 (GG),Grächen,Switzerland,2017-09-01,06:00:00,solo,163.8,11030.0,-11010.0,15.0,50.0
625,24343.0,Ultra Trail Mt. Bogda,168km,Fukang,China,2017-09-01,05:00:00,solo,161.8,8400.0,-8400.0,15.0,30.0
626,17383.0,UTMB®,UTMB®,Chamonix,France,2017-09-01,18:00:00,solo,168.6,9980.0,-9980.0,16.0,2300.0
628,21795.0,Kodiak Ultra Marathons,Kodiak 100 Mi,BigBearLake,United States,2017-08-25,09:00:00,solo,163.1,5150.0,-5140.0,16.0,60.0
629,25329.0,CASCADE CREST 100 MILE ENDURANCE RUN,CASCADE CREST 100 MILE ENDURANCE RUN,,United States,2017-08-19,00:00:00,solo,161.0,6700.0,-6700.0,0.0,0.0
632,16177.0,Persenk Ultra,PERSENK ULTRA,Asenovgrad,Bulgaria,2017-08-18,18:00:00,solo,157.0,7100.0,-7120.0,13.0,100.0
633,16621.0,Ultra Tour Des 4 Massifs,Ut4M160 Xtrem,Grenoble,France,2017-08-17,18:00:00,solo,171.3,11390.0,-11390.0,15.0,700.0
634,18791.0,Chongli100 Ultra Sky Trail Challenge,168 Km,chongji,China,2017-08-11,18:00:00,solo,165.4,7370.0,-7370.0,12.0,150.0
635,19705.0,Force 12 Events,Beacons 100,Brecon,United Kingdom,2017-08-11,19:00:00,solo,162.6,6730.0,-6730.0,5.0,150.0
636,15312.0,Centurion North Downs Way 100,Centurion North Downs Way 100,farnham,United Kingdom,2017-08-05,06:00:00,solo,170.2,3490.0,-3520.0,14.0,300.0
637,19815.0,Silverheels Endurance Run,100 Mile,Fairplay,United States,2017-08-05,04:00:00,solo,168.2,5470.0,-5470.0,22.0,300.0
638,19207.0,Ouray 100 Mile Endurance Run,100 Mile,Ouray,United States,2017-08-04,08:00:00,solo,167.2,11420.0,-11420.0,15.0,120.0
639,18669.0,Burning River Endurance Run,100 Mile,Hudson,United States,2017-07-29,04:00:00,solo,164.6,2610.0,-2530.0,14.0,250.0
641,22779.0,Garmin Runfire Salt Lake Ultra Trail,Ultra Trail,ulukisla,Turkey,2017-07-28,18:00:00,solo,161.4,610.0,-610.0,18.0,0.0
642,21269.0,High Lonesome 100,100M,Nathrop,United States,2017-07-28,06:00:00,solo,160.2,7710.0,-7720.0,12.0,75.0
643,24615.0,LAKELAND,LAKELAND 100,,United Kingdom,2017-07-28,00:00:00,solo,161.0,6300.0,-6300.0,0.0,0.0
644,16701.0,Montreux Trail Festival,MXtreme 160,Savigny,Switzerland,2017-07-28,06:00:00,solo,162.6,11530.0,-11520.0,15.0,300.0
645,22019.0,YOU YANGS Hardcore 100Miler,100 MI,LittleRiver,Australia,2017-07-22,09:00:00,solo,164.2,3280.0,-3280.0,2.0,21.0
646,24033.0,OSJ Ontake 100,100 Miles,Otaki,Japan,2017-07-15,20:00:00,solo,155.7,5270.0,-5280.0,6.0,0.0
647,13873.0,Tahoe Rim Trail Endurance Run,100 Mile,Carsoncity,United States,2017-07-15,05:00:00,solo,160.4,6140.0,-6140.0,0.0,250.0
648,21185.0,Vermont 100 Endurance Race,100M,WestWindsor,United States,2017-07-15,04:00:00,solo,157.5,4860.0,-4870.0,19.0,325.0
649,23341.0,Columbia 168 Ultra-Trail® Challenge Chongli,168km,Chongli,China,2017-07-14,16:00:00,solo,168.9,7340.0,-7330.0,16.0,150.0
650,17791.0,Sinister 7 Ultra,Solo,Blairmore,Canada,2017-07-08,07:00:00,solo,159.5,5770.0,-5790.0,15.0,1600.0
651,17709.0,The GAX 100 Miles,The GAX 100 Miles,Ystad,Sweden,2017-07-08,08:00:00,solo,161.2,1640.0,-1640.0,3.0,70.0
652,23919.0,Andorra Ultra Trail Vallnord,Ronda dels cims,Ordino,Andorra,2017-07-07,00:00:00,solo,170.0,13500.0,-13500.0,0.0,0.0
653,16503.0,Ehunmilak Ultra-Trail®,Ehunmilak Ultra-Trail®,Beasain,Spain,2017-07-07,18:00:00,solo,170.7,10160.0,-10160.0,15.0,515.0
654,23697.0,HARDROCK 100 ENDURANCE RUN,100Mi CC,,United States,2017-07-07,00:00:00,solo,161.8,10365.0,-10365.0,0.0,0.0
655,21659.0,Aktivitus Trailrace,Ultra-Trail®,Jonsered,Sweden,2017-07-01,04:15:00,solo,160.4,2620.0,-2620.0,8.0,50.0
656,15071.0,Ultra-Trail® du Mont-Albert,Grande Traversée Ultra-Trail®,Sainte-Anne-des-Monts,Canada,2017-06-30,06:00:00,solo,167.3,7340.0,-7170.0,14.0,150.0
657,22919.0,100 Mile Spa,100 Mile Spa,Spa,Belgium,2017-06-24,13:00:00,solo,156.9,3820.0,-3870.0,5.0,150.0
658,22953.0,MONTANE® Spine® Summer Races,Flare,Edale,United Kingdom,2017-06-24,08:00:00,solo,174.8,4200.0,-4200.0,6.0,50.0
659,18229.0,Western States Endurance Run,Western States Endurance Run,Auburn,United States,2017-06-24,00:00:00,solo,161.6,5370.0,-6890.0,21.0,0.0
660,18025.0,South Wales 100,South Wales 100,Cardiff,United Kingdom,2017-06-23,19:00:00,solo,165.9,6270.0,-6280.0,11.0,100.0
661,20219.0,Ultra Coahuila,100M,Arteaga,Mexico,2017-06-23,14:00:00,solo,160.0,6090.0,-6090.0,12.0,30.0
663,19895.0,Ultra-Trail® Gaspesia 100,100 miles,Percé,Canada,2017-06-17,05:00:00,solo,158.4,3860.0,-3970.0,21.0,25.0
664,22579.0,XTRAIL 100,Xtrail Kanas 168km Trail Run,Burjin,China,2017-06-17,09:00:00,solo,165.5,5950.0,-5950.0,10.0,1.0
665,24589.0,Bighorn Trail Run,100M,Sheridan,United States,2017-06-16,11:00:00,solo,167.3,6740.0,-6800.0,7.0,360.0
666,16103.0,Bryce Canyon,100 Mile,Hatch,United States,2017-06-16,00:00:00,solo,159.4,4800.0,-4800.0,13.0,150.0
667,18109.0,Festiwal Biegu Rzeznika,Bieg Rzeznika Ultra 160K,Cisna,Poland,2017-06-16,00:00:00,solo,159.8,5250.0,-5250.0,12.0,150.0
668,13863.0,Centurion South Downs Way 100,Centurion South Downs Way 100,Worthing,United Kingdom,2017-06-10,06:00:00,solo,156.7,3400.0,-3460.0,14.0,300.0
669,17097.0,SAN DIEGO 100,San Diego 100,Oceanside,United States,2017-06-09,06:00:00,solo,158.0,4020.0,-4030.0,15.0,230.0
670,19563.0,Kettle Moraine 100,100 Mile,LaGrange,United States,2017-06-03,06:00:00,solo,161.1,2570.0,-2570.0,12.0,400.0
671,22771.0,OLD DOMINION 100 MILE,OLD DOMINION 100 MILE,,United States,2017-06-03,00:00:00,solo,161.0,4270.0,-4270.0,0.0,0.0
672,15399.0,The Arctic Triple Lofoten Ultra-Trail®,100 Miles,SVOLVÆR,Norway,2017-06-02,12:00:00,solo,165.6,6680.0,-6690.0,10.0,0.0
673,15555.0,5th Elton Volgabus Ultra-Trail®,Ultimate 100 miles,Eltonvillage,Russia,2017-05-27,20:00:00,solo,163.6,250.0,-250.0,8.0,86.0
674,17725.0,Soria Moria til Verdens Ende,Soria Moria til Verdens Ende,VerdensEnde,Norway,2017-05-27,10:00:00,solo,168.1,3350.0,-3840.0,3.0,200.0
675,26699.0,Sulphur Springs Trail Run,100 MILES,Ancaster,Canada,2017-05-27,00:00:00,solo,161.0,3220.0,-3220.0,0.0,0.0
676,19881.0,Chicamocha Canyon Race,164 Km,SanGil,Colombia,2017-05-26,22:00:00,solo,165.5,8560.0,-8560.0,14.0,100.0
677,15209.0,NUTS Karhunkierros,160k,Kuusamo,Finland,2017-05-26,12:00:00,solo,163.2,3650.0,-3640.0,7.0,82.0
678,22851.0,Trainic-World in Sainokuni,100mile,Ogose,Japan,2017-05-20,07:00:00,solo,166.3,9670.0,-9670.0,16.0,200.0
679,19045.0,Hardcore Hundred Miles Trail Ultramarathon,Hardcore Hundred Miles Trail Ultramarathon,Kayapa,Philippines,2017-05-19,00:00:00,solo,163.7,11840.0,-11860.0,11.0,100.0
680,18887.0,Ultra-Trail® Malopolska,UTM 170,KasinkaMala,Poland,2017-05-19,20:00:00,solo,173.8,8450.0,-8450.0,11.0,100.0
681,19105.0,Cruel Jewel,Cruel Jewel 100,Blairsville,United States,2017-05-13,12:00:00,solo,174.2,8660.0,-8650.0,11.0,125.0
682,17713.0,Penang Eco 100,100 miles,BukitMertajam,Malaysia,2017-05-13,04:00:00,solo,164.6,4080.0,-4080.0,15.0,30.0
683,22543.0,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,MASSANUTTEN MOUNTAIN TRAILS 100 MILE RUN,,United States,2017-05-06,00:00:00,solo,162.5,5420.0,-5420.0,0.0,0.0
684,15901.0,Salomon Hammer Trail,100 Miles,allinge,Denmark,2017-05-05,10:00:00,solo,161.5,5840.0,-5840.0,12.0,500.0
685,14011.0,Centurion Thames Path 100,Centurion Thames Path 100,London,United Kingdom,2017-04-29,10:00:00,solo,160.7,1880.0,-1850.0,13.0,300.0
686,21897.0,Täby Extreme Challenge,TEC 100 Miles,Täby,Sweden,2017-04-22,10:00:00,solo,160.3,1780.0,-1780.0,13.0,150.0
687,18865.0,Mustang Trail Race,Mustang Trail Race,Kathmandu,Nepal,2017-04-18,08:00:00,solo,164.8,8660.0,-7980.0,8.0,30.0
688,13476.0,100 Miles Of Istria,100 Miles,Umag,Croatia,2017-04-07,16:00:00,solo,170.4,7100.0,-7390.0,12.0,0.0
689,15959.0,Zion,100 Mile,Virgin,United States,2017-04-07,06:00:00,solo,161.1,3800.0,-3800.0,15.0,200.0
690,36573.0,Zumbro Endurance Run,Zumbro 100 Mile Endurance Run,Theilman,United States,2017-04-07,08:00:00,solo,159.7,4250.0,-4250.0,22.0,0.0
691,15891.0,Ultra Fiord,100 Miles,PuertoNatales,Chile,2017-04-06,22:00:00,solo,166.3,5400.0,-5480.0,14.0,150.0
